"Автор (ы)","Author full names","Идентификатор автора(ов)","Название документа","Год","Название источника","Том","Выпуск","Статья №","Страница начала","Страница окончания","Цитирования","DOI","Ссылка","Организации","Авторы организаций","Краткое описание","Ключевые слова автора","Ключевые слова указателя","Сведения о финансировании","Текст о финансировании","Спонсоры","Название конференции","Дата конференции","Место проведения конференции","Код конференции","Тип документа","СТАДИЯ ПУБЛИКАЦИИ","Open Access (открытый доступ)","Источник","EID"
"Kangozhin, B.R.; Baimuratov, O.A.; Zharmagambetova, M.S.; Dautov, S.S.; Kangozhin, D.B.","Kangozhin, B. R. (57368321600); Baimuratov, Olimzhon (55832104800); Zharmagambetova, M. S. (57368109100); Dautov, S. S. (57367698000); Kangozhin, D. B. (57367072100)","57368321600; 55832104800; 57368109100; 57367698000; 57367072100","Noise Immunity of Devices of Automated Systems for Technological Control of Energy Facilities in the Almaty Region","2022","Studies in Systems, Decision and Control","399","","","277","290","1","10.1007/978-3-030-87675-3_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120889327&doi=10.1007%2F978-3-030-87675-3_17&partnerID=40&md5=8e9cbac71ec381cf8a95e4c2bcc8850e","Al Farabi Kazakh National University, Almaty, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan; Mukhametzhan Tynyshbayev ALT University, Almaty, Kazakhstan; JSC “NC” Kazakhstan Garysh Sapary”, Nur-Sultan, Kazakhstan","Kangozhin, B. R., Al Farabi Kazakh National University, Almaty, Kazakhstan; Baimuratov, Olimzhon, SDU University, Kaskelen, Almaty, Kazakhstan; Zharmagambetova, M. S., Al Farabi Kazakh National University, Almaty, Kazakhstan, SDU University, Kaskelen, Almaty, Kazakhstan, Mukhametzhan Tynyshbayev ALT University, Almaty, Kazakhstan; Dautov, S. S., Mukhametzhan Tynyshbayev ALT University, Almaty, Kazakhstan; Kangozhin, D. B., JSC “NC” Kazakhstan Garysh Sapary”, Nur-Sultan, Kazakhstan","The article presents the results of a study of the noise immunity of devices and elements of automated systems for technological control of energy facilities, associated with the use of relay cables. The analysis of the data obtained in this study is based on theoretical research methods, and the computational and experimental method were applied to determine the level of pulsed electromagnetic interference at 220 kV Taldykurgan, Stroitelnaya (Construction), Sary-Ozek, Zavodskaya and SS-220 “Shu” substations. All energy facilities considered in this article are located in the Almaty region. The influence of shielding cables on the level of electromagnetic influences on devices and elements of the automation system is revealed. It has been experimentally established that impulse noise in some relay circuits exceeds the permissible values during short-circuit and switching in the electrical network. The actual screening factors of control cables in operational conditions are determined. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Aggregated interference; Automated process of control systems; Electrical substation; Electromagnetic compatibility; Electromagnetic environment; Electromagnetic interference; Grounding device; Radiated pulse interference; Relay protection and automation","","","","","","","","","Book chapter","Final","","Scopus","2-s2.0-85120889327"
"Kanabekova, A.; Andybayeva, G.; Tulegenova, R.; Aimagambetova, A.","Kanabekova, Alida (57615333100); Andybayeva, Gulsagat T. (57193270109); Tulegenova, Roza Abilovna (56241148700); Aimagambetova, Aida D. (56896044100)","57615333100; 57193270109; 56241148700; 56896044100","Analysis of Biological Assets in Agriculture","2021","Journal of Environmental Management and Tourism","12","5","","1371","1385","0","10.14505/jemt.v11.5(53).21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128704978&doi=10.14505%2Fjemt.v11.5%2853%29.21&partnerID=40&md5=595a72f956ea46d3b0455209dd709f7b","Narxoz University, Almaty, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan; Korkyt Ata Kyzylorda State University, Kyzylorda, Kyzylorda, Kazakhstan","Kanabekova, Alida, Narxoz University, Almaty, Kazakhstan; Andybayeva, Gulsagat T., Narxoz University, Almaty, Kazakhstan; Tulegenova, Roza Abilovna, SDU University, Kaskelen, Almaty, Kazakhstan; Aimagambetova, Aida D., Korkyt Ata Kyzylorda State University, Kyzylorda, Kyzylorda, Kazakhstan","Despite the contribution of scientists to the development of the theory and practice of accounting in agricultural organizati ons on accounting and valuation of biological assets, it is not fully disclosed, which is associated with insufficient theoretical and methodological development of the problems of financial, tax and management accounting of biological assets and their assessment at fair value. The author determined the predicted values of the development of biological assets in agriculture in 2021 with the help of gross output, provided that the observed trend in the development of the factors included in the model-based correlation-regression analysis is maintained. Conclusions and recommendations for further accounting of biological assets in agriculture of the Republic of Kazakhstan are substantiated. © 2021 by ASERS® Publishing. All rights reserved.","agribusiness; agricultural production; agricultural products; agriculture; agro-industrial complex (AIC) agrarian economy; animal husbandry; business process; management; plant growing","","","","","","","","","Article","Final","","Scopus","2-s2.0-85128704978"
"Mukan, M.; Oskenbayev, Y.; Naderi, N.; Dosmagambet, Y.","Mukan, Moldir (57210907654); Oskenbayev, Yessengali (36091978400); Naderi, Niki (57219747064); Dosmagambet, Yergali (57210907813)","57210907654; 36091978400; 57219747064; 57210907813","Oil price fluctuations and stock market behavior in a resource-dominant economy: Case of kazakhstan","2021","Singapore Economic Review","66","2","","569","594","0","10.1142/S0217590820430055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095125717&doi=10.1142%2FS0217590820430055&partnerID=40&md5=040025898d2e88d9e7bc2caeefe48adb","Narxoz University, Almaty, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan; Islamic Azad University, Tehran, Tehran, Iran; Atyrau Oil and Gas University, Atyrau, Atyrau, Kazakhstan","Mukan, Moldir, Narxoz University, Almaty, Kazakhstan; Oskenbayev, Yessengali, SDU University, Kaskelen, Almaty, Kazakhstan; Naderi, Niki, Islamic Azad University, Tehran, Tehran, Iran; Dosmagambet, Yergali, Atyrau Oil and Gas University, Atyrau, Atyrau, Kazakhstan","During the past 10 years, the oil market has been very unpredictable and volatile, which created uneasy conditions for market participants. The remedy of increasing oil prices is considered as a positive factor for the economy of the Republic of Kazakhstan as an oil-exporting country. Using structural decomposition of vector autoregression (VAR), this study aims to examine how the whole financial system in Kazakhstan is depending on oil prices. The results suggest that the strongest factor affecting the stock index is aggregate demand, and the impact of oil production shocks on the equity market is, on average, insignificant. Such shocks can be discounted while a fall in oil prices affects financial conditions as a whole, damaging the solvency of Kazakhstan, an oil-exporting country. With the positive shock of aggregate demand, the stock market index tends to rise. There is also an effect of oil price volatility on changes in currency value, which also influences the financial situation of the country. Moreover, oil-exporting countries such as Kazakhstan can secure and support their economies with the help of ""stable aggregate demand"". The focus on Kazakhstan as one of the oil-producing countries is interesting for at least two reasons. Importantly, oil-exporting countries supply oil to really strong countries concentrating on manufacturing and other industries. Besides, this study provides useful insights for countries with similar economic conditions, including similar stock market development. © 2020 World Scientific Publishing Company.","Kazakhstan; oil price volatility; Stock market index; VAR decomposition","decomposition analysis; demand analysis; financial system; manufacturing; market development; oil production; oil trade; price dynamics; stock market; Kazakhstan","","","","","","","","Article","Final","","Scopus","2-s2.0-85095125717"
"Akçakana, Ö.; Duran, T.","Akçakana, Özen (57224635141); Duran, Taner (57224633894)","57224635141; 57224633894","Overpayment and undue payment operations in public sector accounting and their accounting process","2021","Contemporary Studies in Economic and Financial Analysis","105","","","143","156","1","10.1108/S1569-375920200000105010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108081579&doi=10.1108%2FS1569-375920200000105010&partnerID=40&md5=ecc3c7ae269710460eaef0706e1da29f","SDU University, Kaskelen, Almaty, Kazakhstan; Çukurova Üniversitesi, Adana, Adana, Turkey","Akçakana, Özen, SDU University, Kaskelen, Almaty, Kazakhstan; Duran, Taner, Çukurova Üniversitesi, Adana, Adana, Turkey","Those charged and authorized with the acquisition and usage of all types of public resources are responsible for obtaining, using, accounting for, reporting resources in an effective, economical, efficient and legal way, and taking the necessary precautions to prevent their misusage. They have to report to the offices that are authorized regarding these issues. In this context, overpayment and undue payments made by public administrations become significant in terms of using public resources in an effective, economical, efficient, and legal way. One of the confusing issues for public institutions regarding salaries and similar payments to civil servants is on which legislation provisions should collection of salaries, additional course, severance, additional payment and similar payments should be collected in terms of overpayment and undue payments made for civil servants. In practice, most institutions interpret overpayments and undue payments to civil servants as public loss, and they carry out collection operations within the framework of the provisions of the Directive on Collection of Public Loss. Overpayment and undue payment refer to all forms of payments that are determined to be excessively or improperly made by an institution to employers, insurance holders, voluntary insurance holders, those who receive income or monthly payment, beneficiaries of these, holders of general health insurance and their dependents. An institution might provide more payment to a civil servant than they deserve due to reasons originating from the civil servant themselves or the administration. The purpose of this study is to explain in detail what overpayment and undue payment are and describe operations regarding collection of overpayments and undue payments, calculation of interest to be applied on these and accounting for it by providing examples. © 2021 by Emerald Publishing Limited.","Accounting for overpayment and undue payment; Interest calculation in overpayment and undue payment; Overpayment and undue payment; Public accounting; Public loss; Public payment","","","","","","","","","Book chapter","Final","","Scopus","2-s2.0-85108081579"
"Lee, L.; Saydaliev, H.B.; Sirag, A.","Lee, Chin (16067888200); Saydaliev, Hayot Berk (57221252482); Sirag, Abdalla (56593128900)","16067888200; 57221252482; 56593128900","Leveraging Remittances to Promote Inclusive Growth and Reduce Poverty: Evidence from Low- and Middle-Income Asian Economies","2021","Economics, Law, and Institutions in Asia Pacific","","","","101","121","3","10.1007/978-981-16-1107-0_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105995695&doi=10.1007%2F978-981-16-1107-0_5&partnerID=40&md5=fef3c77d6303d26eebfe56ef112f80c3","School of Business and Economics, Universiti Putra Malaysia, Serdang, Selangor, Malaysia; School of Business, SDU University, Kaskelen, Almaty, Kazakhstan; School of Graduate Studies, Universiti Putra Malaysia, Serdang, Selangor, Malaysia","Lee, Chin, School of Business and Economics, Universiti Putra Malaysia, Serdang, Selangor, Malaysia; Saydaliev, Hayot Berk, School of Business, SDU University, Kaskelen, Almaty, Kazakhstan, School of Graduate Studies, Universiti Putra Malaysia, Serdang, Selangor, Malaysia; Sirag, Abdalla, School of Business and Economics, Universiti Putra Malaysia, Serdang, Selangor, Malaysia","This study investigated the role of remittances in inclusive growth and poverty reduction in Asian low- and middle-income economies between 1995 and 2019. The results of the dynamic panel threshold estimator and system generalized method of moments (GMM) revealed that remittances increase inclusive growth and reduce poverty in most countries studied, but show mixed effects in the short run. The results also suggest that workers’ remittances tend to lower poverty rates in Asian low- and middle-income countries in the early stages of economic development but increases poverty when remittances go beyond the threshold of 8% of GDP. In that phase, foreign direct investment (FDI) replaces remittances as the source of development. To this end, our empirical paper sheds light on the channels through which remittances foster inclusive growth and alleviate poverty. This suggests that policies focusing on attracting remittance inflows should enhance the FDI absorbing environment, which is crucial in taking advantage of remittances for future developmental agendas. Policy recommendations are provided at the end of the chapter. © 2021, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.","Economic development; Panel threshold; Poverty; Remittances","","","","","","","","","Book chapter","Final","","Scopus","2-s2.0-85105995695"
"Putilovskaya, T.S.; Kassymova, G.M.","Putilovskaya, Tatiana S. (57207450493); Kassymova, Gulnara M. (57215851898)","57207450493; 57215851898","Psychological Readiness of Students for Digitalization of Educational Process","2021","Studies in Systems, Decision and Control","314","","","1337","1345","1","10.1007/978-3-030-56433-9_139","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102295944&doi=10.1007%2F978-3-030-56433-9_139&partnerID=40&md5=f1ca84dad83182ce0e44a6b672447f6c","The State University of Management, Moscow, Russian Federation; Faculty of Education and Humanities, SDU University, Kaskelen, Almaty, Kazakhstan","Putilovskaya, Tatiana S., The State University of Management, Moscow, Russian Federation; Kassymova, Gulnara M., Faculty of Education and Humanities, SDU University, Kaskelen, Almaty, Kazakhstan","The purpose of this article, analyzing the core of digitalizing the education process, is a review of the extent of students’ readiness for starting a new platform and for taking part in the education process that is based on the use of information and communication technologies and digital technology. As the subject of analysis, the authors chose the sphere of studying a foreign language as an academic subject in the framework of a higher education program, in which digitalization causes an ambiguous attitude, both from students and the teaching community. Overcoming the negative attitude towards the digitalization of teaching foreign languages is one of the prerequisites for considering this issue. Recalling the work of IT specialists, the authors describe the basic directions for digitalizing. The first is the development of information sources (content). The next is the formation of telecommunication system (interaction). And the third direction is an organization of education process (management). In considering the term «psychological readiness», the authors rely on psychological research, in which scientists explored the use of this term in different kinds of activity. When the authors explored the nature of psychological readiness, they conducted a survey and analyzed the students’ written works. As a result they got some information that shows the level of students’ readiness for digitalizing education. That has led to a series of findings which confirmed that in general students treat the digital revolution in education system in a positive way. But they should be more active, autonomous and well-organized for full and effective functioning in the new environment. The article includes specific recommendations for the organization of education process aimed at language acquisition in the new environment: learning and realizing what digital revolution is, gradual entry into digital education platform, psychological preparation for the new learning conditions on a transitional stage and the support of educational technology referred to as «Blended Learning». © 2021, Springer Nature Switzerland AG.","Blended learning; Education digitalizing; Information resources; Management of education process; Psychological readiness; Telecommunication technologies","","","","","","","","","Book chapter","Final","","Scopus","2-s2.0-85102295944"
"Zamanbekov, S.; Dogalov, A.; Zamanbekov, D.; Bildebayeva, A.; Cheirkhanova, A.; Bakirbekova, A.; Sikhimbayeva, B.","Zamanbekov, Shuakhbay Zamanbekovich (55887188700); Dogalov, Amangeldy Nazhmetovich (56241449200); Zamanbekov, Darkhan (55836272800); Bildebayeva, Aigul (57218776373); Cheirkhanova, Almagul (57218775262); Bakirbekova, Aigul M. (57191189288); Sikhimbayeva, Bakytkul (57218776136)","55887188700; 56241449200; 55836272800; 57218776373; 57218775262; 57191189288; 57218776136","Regional development of small and midsize businesses in the conditions of forming of innovative economy of Kazakhstan: A case study","2020","Entrepreneurship and Sustainability Issues","8","1","","618","639","3","10.9770/jesi.2020.8.1(43)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090258283&doi=10.9770%2Fjesi.2020.8.1%2843%29&partnerID=40&md5=dc93f64483be0de265694c32826e5c22","Kazakh National Women‘s Teacher Training University, Almaty, Kazakhstan; L.N. Gumilyov, L.N. Gumilyov Eurasian National University, Astana, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan; Narxoz University, Almaty, Kazakhstan","Zamanbekov, Shuakhbay Zamanbekovich, Kazakh National Women‘s Teacher Training University, Almaty, Kazakhstan; Dogalov, Amangeldy Nazhmetovich, L.N. Gumilyov, L.N. Gumilyov Eurasian National University, Astana, Kazakhstan; Zamanbekov, Darkhan, SDU University, Kaskelen, Almaty, Kazakhstan; Bildebayeva, Aigul, Kazakh National Women‘s Teacher Training University, Almaty, Kazakhstan; Cheirkhanova, Almagul, Narxoz University, Almaty, Kazakhstan; Bakirbekova, Aigul M., L.N. Gumilyov, L.N. Gumilyov Eurasian National University, Astana, Kazakhstan; Sikhimbayeva, Bakytkul, Kazakh National Women‘s Teacher Training University, Almaty, Kazakhstan","The article is devoted to the development of small and medium-sized enterprises (SMEs) in Kazakhstan which is recognized worldwide as an effective lever for economic growth of the country. It examines the current status and scope of activity of this business in Kazakhstan, as well as the possibility of its development in the future. It was found that the level of SMEs development in the low country, and the current structure of employment of its subjects are far from perfect. The causes of structural deformation of SMEs in business which is related to its lack of development in the industrial sector; the lack of its subjects in the manufacture of certain sectors define the intensive development of the economy. On the example of developed countries, where SMEs take the largest share in the production of the gross domestic product, the substantiation of the possibility of transformation of the business into a major sector of the economy in terms of its development on an innovative basis. Particular attention is paid to the SMEs creation around new innovative enterprises using the outsourcing system, franchising, and other business cooperation. At the same time recommendations on the use of the state to support mechanism to accelerate the growth of SMEs in the industrial sector and fully implement its technical industrial and socio-economic potential. © 2020 by author(s) and VsI Entrepreneurship and Sustainability Center.","Cluster; Franchising mechanism; Innovation; Investment; Localization and consulting; Outsourcing; Small and medium enterprises","","","","","","","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85090258283"
"Issabayev, M.; Saydaliev, H.B.; Avşar, V.; Lee, L.","Issabayev, Murat (57202900184); Saydaliev, Hayot Berk (57221252482); Avşar, Veysel (55582286900); Lee, Chin (16067888200)","57202900184; 57221252482; 55582286900; 16067888200","REMITTANCES, INSTITUTIONS and FINANCIAL INCLUSION: NEW EVIDENCE of NON-LINEARITY","2020","Global Economy Journal","20","1","2050002","","","11","10.1142/S2194565920500025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085637911&doi=10.1142%2FS2194565920500025&partnerID=40&md5=f0271d4f50619fd18f537d7668994e2d","Narxoz University, Almaty, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan; Universiti Putra Malaysia, Serdang, Selangor, Malaysia; Texas A and M University - Corpus Christi, Corpus Christi, TX, United States","Issabayev, Murat, Narxoz University, Almaty, Kazakhstan; Saydaliev, Hayot Berk, SDU University, Kaskelen, Almaty, Kazakhstan, Universiti Putra Malaysia, Serdang, Selangor, Malaysia; Avşar, Veysel, Texas A and M University - Corpus Christi, Corpus Christi, TX, United States; Lee, Chin, Universiti Putra Malaysia, Serdang, Selangor, Malaysia","This paper investigates the effect of remittance inflows on financial inclusion. Using data from high remittance-receiving developing countries and applying dynamic panel data methods, we find that remittance inflow has a negative impact on financial inclusion for countries with low level of remittances. However, this relationship is positive for countries with high level of remittances. Our study found that there exists a nonlinear relationship between remittances and financial inclusion. We also show that the effect of remittances on the financial inclusion is conditional upon people's perception about institutions. © 2020 World Scientific Publishing Company.","dynamic panel data; financial inclusion; Remittance","","","","","","","","","Article","Final","","Scopus","2-s2.0-85085637911"
"Saydaliev, H.B.; Lee, L.; Oskenbayev, Y.","Saydaliev, Hayot Berk (57221252482); Lee, Chin (16067888200); Oskenbayev, Yessengali (36091978400)","57221252482; 16067888200; 36091978400","The nexus of remittances, institutional quality, and financial inclusion","2020","Economic Research-Ekonomska Istrazivanja","33","1","","3528","3544","30","10.1080/1331677X.2020.1774795","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089776522&doi=10.1080%2F1331677X.2020.1774795&partnerID=40&md5=2e5a38a372145dffc523bb7dc9ce9b46","School of Business, SDU University, Kaskelen, Almaty, Kazakhstan; Universiti Putra Malaysia, Serdang, Selangor, Malaysia; Universiti Putra Malaysia, Serdang, Selangor, Malaysia","Saydaliev, Hayot Berk, School of Business, SDU University, Kaskelen, Almaty, Kazakhstan, Universiti Putra Malaysia, Serdang, Selangor, Malaysia; Lee, Chin, Universiti Putra Malaysia, Serdang, Selangor, Malaysia; Oskenbayev, Yessengali, School of Business, SDU University, Kaskelen, Almaty, Kazakhstan","The present article adopted the dynamic panel data method to investigate the effect of the inflow of remittances on financial inclusion (FI), particularly focusing on high remittance-receiving developing countries between 2011 and 2018. The current research found that remittances that foster FI are associated with better institutional quality. The evidence revealed that the effect of remittances on FI is conditional upon individuals’ perception of the institutions. Positive coefficient on the interaction terms indicates that the impact of remittances on FI can be enhanced in the recipient countries, if the public trusts the financial institutions. Hence, the overall results of the current research suggest that the impact of remittances on FI is conditional on institutions. On a final note, the policy implications of these findings are thoroughly evaluated at the end of this article. © 2020 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","dynamic panel data method; financial inclusion; Remittance","developing world; finance; panel data; perception; policy approach; remittance","Ministry of Higher Education, Malaysia, MOHE, (FRGS/1/2015/SS08/UPM/02/10); Universiti Putra Malaysia, (GP/2018/9632300)","This work was supported by the Ministry of Higher Education Malaysia under the Fundamental Research Grant Scheme No. FRGS/1/2015/SS08/UPM/02/10; and Universiti Putra Malaysia under Grant number GP/2018/9632300. We benefited from comments and suggestions from Aleksandar Stojkov, Leila Aghabarari, Joseph Pelzman, and two anonymous participants at ASSA/AEA 2020 Conference in San Diego, CA. The remaining errors are ours.","","","","","","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85089776522"
"Kulaç, O.; Akman, E.; Babao˘glu, C.","Kulaç, Onur (56157412600); Akman, Elvettin (56005036800); Babao˘glu, Cenay (55682576600)","56157412600; 56005036800; 55682576600","Public Policy Analysis in Turkey: Past, Present and Future","2019","Public Policy Analysis in Turkey: Past, Present and Future","","","","1","432","1","10.3726/b16299","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113668989&doi=10.3726%2Fb16299&partnerID=40&md5=6af815ed3df8095188381bc680501b91","Department of Political Science and Public Administration, Pamukkale Üniversitesi, Denizli, Denizli, Turkey; SDU University, Kaskelen, Almaty, Kazakhstan; Niğde Ömer Halisdemir University, Nigde, Nigde, Turkey","Kulaç, Onur, Department of Political Science and Public Administration, Pamukkale Üniversitesi, Denizli, Denizli, Turkey; Akman, Elvettin, SDU University, Kaskelen, Almaty, Kazakhstan; Babao˘glu, Cenay, Niğde Ömer Halisdemir University, Nigde, Nigde, Turkey","This book presents a broad and comprehensive perspective on analysis of public policy in Turkey. Each of the twenty-six chapters presents historical development, legal background, actors, problems, and recommendations of different policies. The scope of this book is to fill the void in the literature with regards to the analyses of public policies in Turkey. © Peter Lang AG 2019.","","","","","","","","","","Book","Final","","Scopus","2-s2.0-85113668989"
"Onder, K.; Şahin, M.","Onder, Kübra (57226717097); Şahin, Muhammet (57197742404)","57226717097; 57197742404","The significance of public goods in market failure debates: The role of public goods on market failure from the perspective of schools of economic thought","2019","Examining the Relationship Between Economics and Philosophy","","","","27","46","0","10.4018/978-1-7998-1037-7.ch002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125431491&doi=10.4018%2F978-1-7998-1037-7.ch002&partnerID=40&md5=50269a775e4e4c027fade2c9067a75a0","Department of Economics, Gazi Üniversitesi, Ankara, Ankara, Turkey; Department of Finance, SDU University, Kaskelen, Almaty, Kazakhstan","Onder, Kübra, Department of Economics, Gazi Üniversitesi, Ankara, Ankara, Turkey; Şahin, Muhammet, Department of Finance, SDU University, Kaskelen, Almaty, Kazakhstan","Before the emergence of the neoclassical economic approach, the idea that market instabilities are temporary and markets are spontaneously able to reach equilibrium was prevalent. However, with the neoclassical economic thought the idea that market economy alone is far from attaining equilibrium and there is a need for public economy. This is also known as market failure theory. There are many reasons of market failure. One of them is public goods. Public goods are generally regarded as an example of market failure and seen as a problem requiring government intervention. However, when main stream public goods theories are analyzed in-depth, it is seen that there is no agreement on the properties of public goods which may create a reason to the government presentation and public presentation is not approved in general. Therefore, the aim of this study is to make a comparative analysis of the approaches of different economics schools of thought which have contributions to the subject of public goods. © 2020, IGI Global. © 2020 by IGI Global.","","","","","","","","","","Book chapter","Final","","Scopus","2-s2.0-85125431491"
"Skrzypacz, P.; Kadyrov, S.; Nurakhmetov, D.; Wei, D.","Skrzypacz, Piotr Sebastian (22235849900); Kadyrov, Shirali (36844229300); Nurakhmetov, Daulet B. (54947295600); Wei, Dongming (57201916613)","22235849900; 36844229300; 54947295600; 57201916613","Analysis of dynamic pull-in voltage of a graphene MEMS model","2019","Nonlinear Analysis: Real World Applications","45","","","581","589","48","10.1016/j.nonrwa.2018.07.025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050933040&doi=10.1016%2Fj.nonrwa.2018.07.025&partnerID=40&md5=e77c1524f54e7fd2e5567dccd4bfbb2b","School of Science and Technology, Nazarbayev University, Astana, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan; Department of Information Systems, Saken Seifullin Kazakh Agrotechnical University, Astana, Kazakhstan","Skrzypacz, Piotr Sebastian, School of Science and Technology, Nazarbayev University, Astana, Kazakhstan; Kadyrov, Shirali, SDU University, Kaskelen, Almaty, Kazakhstan; Nurakhmetov, Daulet B., School of Science and Technology, Nazarbayev University, Astana, Kazakhstan, Department of Information Systems, Saken Seifullin Kazakh Agrotechnical University, Astana, Kazakhstan; Wei, Dongming, School of Science and Technology, Nazarbayev University, Astana, Kazakhstan","Bifurcation analysis of dynamic pull-in for a lumped mass model is presented. The restoring force of the spring is derived based on the nonlinear constitutive stress–strain law and the driving force of the mass attached to the spring is based on the electrostatic Coulomb force, respectively. The analysis is performed on the resulting nonlinear spring–mass equation with initial conditions. The necessary and sufficient conditions for the existence of periodic solutions are derived analytically and illustrated numerically. The conditions for bifurcation points on the parameters associated with the second-order elastic stiffness constant and the voltage are determined. © 2018 Elsevier Ltd","Bifurcation; Graphene; MEMS; Nonlinear oscillator; Periodic solution; Pull-in","Bifurcation (mathematics); Graphene; MEMS; Nonlinear equations; Bifurcation analysis; Bifurcation points; Elastic stiffness constant; Initial conditions; Non-linear oscillators; Non-linear springs; Periodic solution; Pull-in; Nonlinear analysis","Nazarbayev University, NU","This research was supported by the Nazarbayev University ORAU grant “Modeling and Simulation of Nonlinear Material Structures for Mechanical Pressure Sensing and Actuation Applications”.","","","","","","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85050933040"
"Issabayev, M.; Oskenbayev, Y.","Issabayev, Murat (57202900184); Oskenbayev, Yessengali (36091978400)","57202900184; 36091978400","Title or money","2019","Economics Bulletin","39","3","","1912","1917","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086784199&partnerID=40&md5=bb8423ba2b1a538571388eb5e6d5675e","Narxoz University, Almaty, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan","Issabayev, Murat, Narxoz University, Almaty, Kazakhstan; Oskenbayev, Yessengali, SDU University, Kaskelen, Almaty, Kazakhstan","We examine what is more important for the professional boxers tending to fight on the ring. We employ a famous Nash bargaining (1950) tool and show that both a champion and a contender are concerned about championship title and monetary prize generated from the fans for watching the fight. However, both players value money revenue more than a championship title. © 2020, Economics Bulletin.","","","","","","","","","","Article","Final","","Scopus","2-s2.0-85086784199"
"Sönmez, A.; Çetin, D.","Sönmez, Alper (56115607100); Çetin, Dilek (57271622600)","56115607100; 57271622600","Introduction: Issues in emerging market economies","2018","Issues in Emerging Market Economies","","","","11","19","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115728490&partnerID=40&md5=b22e38c0f27b90e4098c31791da74ac1","Department of Economics, Selçuk Üniversitesi, Selçuklu, Konya, Turkey; SDU University, Kaskelen, Almaty, Kazakhstan","Sönmez, Alper, Department of Economics, Selçuk Üniversitesi, Selçuklu, Konya, Turkey; Çetin, Dilek, SDU University, Kaskelen, Almaty, Kazakhstan","[No abstract available]","","","","","","","","","","Book chapter","Final","","Scopus","2-s2.0-85115728490"
"Sönmez, A.; Çetin, D.","Sönmez, Alper (56115607100); Çetin, Dilek (57271622600)","56115607100; 57271622600","Issues in emerging market economies","2018","Issues in Emerging Market Economies","","","","1","332","2","10.3726/b14784","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115718184&doi=10.3726%2Fb14784&partnerID=40&md5=b9e94ea79b24d75413f368c239ca6b10","Department of Economics, Selçuk Üniversitesi, Selçuklu, Konya, Turkey; SDU University, Kaskelen, Almaty, Kazakhstan","Sönmez, Alper, Department of Economics, Selçuk Üniversitesi, Selçuklu, Konya, Turkey; Çetin, Dilek, SDU University, Kaskelen, Almaty, Kazakhstan","This book analyzes the main economic issues of Emerging Market Economies (EMEs) on a country and regional basis. The authors investigate in detail the industry structure, agricultural, manufacturing and service sectors of EMEs. They also present comprehensive research on inflation, growth, employment, and labor force markets. The book also explores the capital market developments, total factor productivity, labor force participation, and foreign direct investment inflows. Moreover, the book discusses the monetary policies in EMEs and the effects of the 2008 global financial crisis on the EMEs. Finally, the book discusses policy implications for EMEs and offers political recommendations for the public institutions in emerging markets. © Peter Lang GmbH.","","","","","","","","","","Book","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85115718184"
