"Автор (ы)","Author full names","Идентификатор автора(ов)","Название документа","Год","Название источника","Том","Выпуск","Статья №","Страница начала","Страница окончания","Цитирования","DOI","Ссылка","Организации","Авторы организаций","Краткое описание","Ключевые слова автора","Ключевые слова указателя","Сведения о финансировании","Текст о финансировании","Спонсоры","Название конференции","Дата конференции","Место проведения конференции","Код конференции","Тип документа","СТАДИЯ ПУБЛИКАЦИИ","Open Access (открытый доступ)","Источник","EID"
"Rakhmetolla, D.; Tulemissova, G.","Rakhmetolla, Dauren (58411909200); Tulemissova, Gulfarida (57188755654)","58411909200; 57188755654","Conceptual approach to the formation of the digital twin of the Destination Earth (first glance)","2023","Proceedings - 2023 17th International Conference on Electronics Computer and Computation, ICECCO 2023","","","","","","0","10.1109/ICECCO58239.2023.10147128","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163731608&doi=10.1109%2FICECCO58239.2023.10147128&partnerID=40&md5=623013f6e83d79cafac705b2c8f8c253","Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","Rakhmetolla, Dauren, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Tulemissova, Gulfarida, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","The article proposes the concept of creating a digital twin of our planet based on the proof of the hypothesis - 'Is the digital twin of the Earth beneficial for us for all the inhabitants of the planet?'. This hypothesis involves consideration of the primary approach to the model of the Earth's digital twin based on the use of conceptual information approaches of various authors in industry. A global approach is considered here, since the digital twin of the planet consists of many digital twins of all physical processes and various tasks of human life. Purpose: to form the first version of the concept of a high-precision digital model of the Earth for its modeling. Research method: analysis, comparison and conclusion on the existing concepts of the formation of digital twins Originality: for the first time, the concept of the global task of forming a digital twin of Destination Earth and the idea of forming a global hub of digital twins are put forward. Results: proof of the hypothesis about the possibility of obtaining a digital twin of the Earth. © 2023 IEEE.","Data analyse; Destination Earth; Digital Twin; Global Hub; IoT","Internet of things; Conceptual approaches; Data analyze; Destination earth; Digital modeling; Global approaches; Global hub; High-precision; Human lives; IoT; Physical process; Earth (planet)","","","","17th International Conference on Electronics Computer and Computation, ICECCO 2023","2023-06-01 through 2023-06-02","Kaskelen","189431","Conference paper","Final","","Scopus","2-s2.0-85163731608"
"Zhalgassova, Z.; Shaikym, A.; Sadyk, U.; Kutzhan, A.; Amirkumar, M.; Assangali, B.","Zhalgassova, Zhadyra (58414209400); Shaikym, Amina (58411895500); Sadyk, Ualikhan (57460291500); Kutzhan, Aruzhan (58414185700); Amirkumar, Mukhtar (58416507700); Assangali, Bekassyl (58414975900)","58414209400; 58411895500; 57460291500; 58414185700; 58416507700; 58414975900","MBTI-based recommendation system for extracurricular activities for high school students","2023","Proceedings - 2023 17th International Conference on Electronics Computer and Computation, ICECCO 2023","","","","","","2","10.1109/ICECCO58239.2023.10147138","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163728686&doi=10.1109%2FICECCO58239.2023.10147138&partnerID=40&md5=0d68d7de1a0f7dbdaa35d5a35bc50253","Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","Zhalgassova, Zhadyra, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Shaikym, Amina, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Sadyk, Ualikhan, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Kutzhan, Aruzhan, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Amirkumar, Mukhtar, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Assangali, Bekassyl, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","This paper proposes MBTI-based recommendation system for extracurricular activities for high school students. The system extracts personality types from student profiles using feature engineering and utilizes machine learning algorithms to recommend relevant extracurricular activities. We evaluate the system's performance using precision, recall, and F1-score metrics and compare it with other state-of-the-art recommendation systems. Our results show that the MBTI-based recommendation system outperforms other systems and provides a more personalized approach to activity selection. We also discuss the potential impact and benefits of the system for high school students and identify areas for future research. Overall, this paper contributes to the growing body of literature on recommendation systems and highlights the importance of considering personality types in the recommendation process. © 2023 IEEE.","extracurricular activities; MBTI; personality types; personalized approach; recommendation systems","Learning algorithms; Machine learning; Students; Extracurricular activities; F1 scores; Feature engineerings; High school students; Machine learning algorithms; MBTI; Personality types; Personalized approach; Student profiles; Systems performance; Recommender systems","","","","17th International Conference on Electronics Computer and Computation, ICECCO 2023","2023-06-01 through 2023-06-02","Kaskelen","189431","Conference paper","Final","","Scopus","2-s2.0-85163728686"
"Mustakhov, T.; Akhmetbek, Y.; Bogyrbayeva, A.","Mustakhov, Taukekhan (57702321700); Akhmetbek, Yernar (58411155500); Bogyrbayeva, Aigerim (57218692430)","57702321700; 58411155500; 57218692430","Deep Reinforcement Learning for Stochastic Dynamic Vehicle Routing Problem","2023","Proceedings - 2023 17th International Conference on Electronics Computer and Computation, ICECCO 2023","","","","","","5","10.1109/ICECCO58239.2023.10147154","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163726980&doi=10.1109%2FICECCO58239.2023.10147154&partnerID=40&md5=3764fc7dba058b7e6f7c17fc11def1ed","Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","Mustakhov, Taukekhan, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Akhmetbek, Yernar, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Bogyrbayeva, Aigerim, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","In this study, we propose solving the Stochastic Dynamic Vehicle Routing Problem with Deep Reinforcement Learning. We propose a fully attention-based model consisting of a dynamic encoder and decoder to learn the routing policy of a single vehicle, where the customer orders appear over time. To train the model, we utilize a reinforcement learning setting, in which a reward signal guides an agent to select nodes to be visited. The computational analyses demonstrate the suggested strategy's superiority over the chosen benchmark algorithms. © 2023 IEEE.","deep reinforcement learning; stochastic customer requests; vehicle routing problems","Deep learning; Learning systems; Stochastic systems; Vehicle routing; Vehicles; Deep reinforcement learning; Dynamic encoders; Dynamic vehicle routing problems; Encoders and decoders; Learn+; Reinforcement learnings; Stochastic customer request; Stochastic dynamics; Stochastics; Vehicle Routing Problems; Reinforcement learning","","","","17th International Conference on Electronics Computer and Computation, ICECCO 2023","2023-06-01 through 2023-06-02","Kaskelen","189431","Conference paper","Final","","Scopus","2-s2.0-85163726980"
"Narynbayev, D.; Serikkhan, A.; Barkhandinova, A.; Mohammad, I.","Narynbayev, Dauletkhan (58411150400); Serikkhan, Ayan (58414970900); Barkhandinova, Asmina (57460414500); Mohammad, Ilyas (58415736600)","58411150400; 58414970900; 57460414500; 58415736600","Kazakh Handwritten Text Recognition Using Computer Vision and Neural Network","2023","Proceedings - 2023 17th International Conference on Electronics Computer and Computation, ICECCO 2023","","","","","","0","10.1109/ICECCO58239.2023.10147136","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163718980&doi=10.1109%2FICECCO58239.2023.10147136&partnerID=40&md5=24a50bd76fc698cde6b7b47f88af08c9","6B06102 Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","Narynbayev, Dauletkhan, 6B06102 Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Serikkhan, Ayan, 6B06102 Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Barkhandinova, Asmina, 6B06102 Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Mohammad, Ilyas, 6B06102 Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","This paper presents a novel approach to digitizing handwritten text in the Kazakh language. Despite the numerous methods available to recognize handwritten characters, such as Convolution Neural Networks, Recurrent Neural Networks, and Connection Temporal Classification algorithms, these approaches have not been entirely successful in recognizing Kazakh script. Our investigation into the limitations of these existing methods reveals that visual feature extraction alone is insufficient for accurately recognizing Kazakh handwritten text. As a result, we developed a Kazakh Handwritten Text Recognizer (HTR) that combines the strengths of each method. Our experimental results demonstrate that our approach improves the recognition accuracy of Kazakh handwritten text. This paper presents a promising solution for digitizing handwritten Kazakh text and paves the way for further research in this area. © 2023 IEEE.","Computer Vision; Handwritten Text Recognition; Neural Networks; Optical Character Recognition; text recognition","Optical character recognition; Recurrent neural networks; Classification algorithm; Convolution neural network; Hand-written characters; Hand-written text recognition; Handwritten texts; Neural-networks; Recognition accuracy; Temporal classification; Text recognition; Visual feature extraction; Computer vision","","","","17th International Conference on Electronics Computer and Computation, ICECCO 2023","2023-06-01 through 2023-06-02","Kaskelen","189431","Conference paper","Final","","Scopus","2-s2.0-85163718980"
"Sartayev, B.; Ydyrys, A.","Sartayev, B. K. (57210558545); Ydyrys, Abdibek (58414974000)","57210558545; 58414974000","Free products of operads and Gröbner base of some operads","2023","Proceedings - 2023 17th International Conference on Electronics Computer and Computation, ICECCO 2023","","","","","","1","10.1109/ICECCO58239.2023.10147149","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163718677&doi=10.1109%2FICECCO58239.2023.10147149&partnerID=40&md5=9fd7766dbb3dcb97e5a2abd3ddf5541e","Department of Mathematics, SDU University, Kaskelen, Almaty, Kazakhstan; Sobolev Institute of Mathematics of the Siberian Branch of the Russian Academy of Sciences, Novosibirsk, Novosibirsk Oblast, Russian Federation","Sartayev, B. K., Department of Mathematics, SDU University, Kaskelen, Almaty, Kazakhstan, Sobolev Institute of Mathematics of the Siberian Branch of the Russian Academy of Sciences, Novosibirsk, Novosibirsk Oblast, Russian Federation; Ydyrys, Abdibek, Department of Mathematics, SDU University, Kaskelen, Almaty, Kazakhstan","In this paper, we provide an explicit definition of the free product of operads and present a method for determining its basis and dimension. We demonstrate the application of these tools to well-known operads that have two operations. Additionally, we provide examples of operads that are isomorphic to the free product of operads that arise from commutators and anti-commutators. Namely, these operads are Lie-admissible, associative admissible, and metabelian-admissible. Furthermore, we introduce an operad that generalizes the Leibniz operad and prove that an anti-commutative operad can be embedded into this operad via a commutator. We also construct a basis for this operad. © 2023 IEEE.","Algebraic and Scientific Computation; Gröbner bases; Operads Free algebras; polynomial identities","Algebraic computations; Free algebra; Gröbne base; Operad free algebra; Polynomial identities; Scientific computation; Algebra","Ministry of Education and Science of the Republic of Kazakhstan, (AP14870282)","This research was funded by the Science Committee of the Ministry of Education and Science of the Republic of Kazakhstan (Grant No. AP14870282)","","17th International Conference on Electronics Computer and Computation, ICECCO 2023","2023-06-01 through 2023-06-02","Kaskelen","189431","Conference paper","Final","","Scopus","2-s2.0-85163718677"
"Daurenbayeva, N.; Atymtayeva, L.; Nurlanuly, A.","Daurenbayeva, Nurkamilya (58220836600); Atymtayeva, Lyazzat (42061007500); Nurlanuly, Almas (57215928902)","58220836600; 42061007500; 57215928902","Choosing the intelligent thermostats for the effective decision making in BEMS","2023","Proceedings - 2023 17th International Conference on Electronics Computer and Computation, ICECCO 2023","","","","","","1","10.1109/ICECCO58239.2023.10147131","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163716586&doi=10.1109%2FICECCO58239.2023.10147131&partnerID=40&md5=9e5136d07c18382e1c9aca81b8e7fd6e","International Information Technology University, Almaty, Kazakhstan; Department of Information Systems, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Aviation Equipment and Technology, Civil Aviation Academy, Almaty, Kazakhstan","Daurenbayeva, Nurkamilya, International Information Technology University, Almaty, Kazakhstan; Atymtayeva, Lyazzat, Department of Information Systems, SDU University, Kaskelen, Almaty, Kazakhstan; Nurlanuly, Almas, Department of Aviation Equipment and Technology, Civil Aviation Academy, Almaty, Kazakhstan","The paper is devoted to the analysis of some types of smart temperature regulators for the efficient decision making. Particular attention is paid to Building Energy Management Systems (BEMS) as systems that monitors and controls mechanical equipment in a building. This paper describes the different conditions in using the currently relevant types of smart temperature regulators, as well as their functional characteristics. The authors concluded that different characteristics such as the location of the temperature regulators in the room, the sensitivity level of the built-in sensor and the power source are critical for making effective management decisions. © 2023 IEEE.","Building Energy Management Systems (BEMS); geolocation; heating system; individual room control and remote control; smart temperature regulators; ventilation and air conditioning (HVAC)","Decision making; Energy management; Energy management systems; HVAC; Temperature control; Building energy management system; Building energy management systems; Decisions makings; Geolocations; Heating system; In-buildings; Individual room control and remote control; Smart temperature regulator; Ventilation and air conditioning; Ventilation and air conditioning (HVAC); Remote control","","","","17th International Conference on Electronics Computer and Computation, ICECCO 2023","2023-06-01 through 2023-06-02","Kaskelen","189431","Conference paper","Final","","Scopus","2-s2.0-85163716586"
"Kutzhan, A.; Shaikym, A.; Sadyk, U.","Kutzhan, Aruzhan (58414185700); Shaikym, Amina (58411895500); Sadyk, Ualikhan (57460291500)","58414185700; 58411895500; 57460291500","A Comparative Study of the Impact of Electronic Devices on University Students' Academic Performance","2023","Proceedings - 2023 17th International Conference on Electronics Computer and Computation, ICECCO 2023","","","","","","1","10.1109/ICECCO58239.2023.10147158","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163716125&doi=10.1109%2FICECCO58239.2023.10147158&partnerID=40&md5=4e7549f56b5063b92978e4a7f2029426","Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","Kutzhan, Aruzhan, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Shaikym, Amina, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Sadyk, Ualikhan, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","This study explores the impact of electronic devices on university students' academic performance. The study uses a sample of 200 students from one university and examines the relationship between electronic device use and academic performance. The findings suggest that electronic device use during lectures and study time has a negative impact on academic performance, with laptops having a more negative impact than tablets or smartphones. The study has important implications for university students, educators, and policymakers, and provides recommendations for practice and policy to promote academic success. This study contributes to the growing body of literature on the impact of electronic devices on academic performance and highlights the need for further research to explore this relationship in different settings and with larger samples. © 2023 IEEE.","academic performance; data interpretation; electronic devices; hypothesis testing; statistical analysis","Electron devices; Thermoelectric equipment; Academic performance; Comparatives studies; Data interpretation; Electronics devices; Hypothesis testing; Policy makers; Smart phones; University students; Students","","","","17th International Conference on Electronics Computer and Computation, ICECCO 2023","2023-06-01 through 2023-06-02","Kaskelen","189431","Conference paper","Final","","Scopus","2-s2.0-85163716125"
"Erdem, R.; İzgüden, D.; Tore, E.C.; Guan, N.; Saygın Avşar, T.S.","Erdem, Ramazan (57259957000); İzgüden, Dilruba (57721701800); Tore, Elena C. (57201585212); Guan, Naije (59860811600); Saygın Avşar, Tuba Saygln (57222648799)","57259957000; 57721701800; 57201585212; 59860811600; 57222648799","Psychological and Economic Impacts of COVID-19 and Post-Traumatic Growth: A Cross-National Study","2022","Journal of Quality","29","3","","208","234","0","10.6220/joq.202206_29(3).0003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134313944&doi=10.6220%2Fjoq.202206_29%283%29.0003&partnerID=40&md5=45ac45d355e49506f9664f6fc6f4f538","Department of Management, SDU University, Kaskelen, Almaty, Kazakhstan; Universiteit Maastricht, Maastricht, Limburg, Netherlands; Institute of Applied Health Research, University of Birmingham, Birmingham, West Midlands, United Kingdom; Department of Applied Health Research, University College London, London, United Kingdom","Erdem, Ramazan, Department of Management, SDU University, Kaskelen, Almaty, Kazakhstan; İzgüden, Dilruba, Department of Management, SDU University, Kaskelen, Almaty, Kazakhstan; Tore, Elena C., Universiteit Maastricht, Maastricht, Limburg, Netherlands, Institute of Applied Health Research, University of Birmingham, Birmingham, West Midlands, United Kingdom; Guan, Naije, Department of Applied Health Research, University College London, London, United Kingdom; Saygın Avşar, Tuba Saygln, Department of Applied Health Research, University College London, London, United Kingdom","This study aimed to identify awareness and the psychological and economic effects of the COVID-19 pandemic among individuals from China, Italy, Turkey, and the UK, as well as the coping mechanisms people use and the post-traumatic growth (improvement in self-perception and appreciation of life) that can result. The impacts of the COVID-19 pandemic were measured using an online version of the COVID-19 Effects Scale. Across four countries, 3,232 people participated in the study. The respondents living in the UK (3.06 ± 0.04) reported more negative psychological impacts than those living in Italy (2.91 ± 0.05) and China (2.81 ± 0.06). The economic impact level amongst participants from Turkey (2.73 ± 0.03) was higher than those living in the UK (2.51 ± 0.05). The participants living in China experienced the greatest post-traumatic growth followed by respondents from Turkey. The participants from all four countries reported post-traumatic growth although there were differences in the level of negative impacts on individuals and coping mechanisms. © 2022, Chinese Society for Quality. All rights reserved.","coping strategies; COVID-19; pandemic; post-traumatic growth; trauma","Binary alloys; Economic and social effects; Coping mechanisms; Coping strategies; Cross-national; Economic impacts; Online versions; Pandemic; Post-traumatic growth; Trauma; COVID-19","Süleyman Demirel Üniversitesi, SDÜ, (90/13); Süleyman Demirel Üniversitesi, SDÜ","The ethical approvals were granted by Suleyman Demirel University Ethics Committee of Social and Humanities (Approval Number: 90/13). In addition, the research was approved by the General Directorate of Health Services in Turkey. Study participation was voluntary, and informed consent was obtained for the use of the data.","","","","","","Article","Final","","Scopus","2-s2.0-85134313944"
"Kangozhin, B.R.; Baimuratov, O.A.; Zharmagambetova, M.S.; Dautov, S.S.; Kangozhin, D.B.","Kangozhin, B. R. (57368321600); Baimuratov, Olimzhon (55832104800); Zharmagambetova, M. S. (57368109100); Dautov, S. S. (57367698000); Kangozhin, D. B. (57367072100)","57368321600; 55832104800; 57368109100; 57367698000; 57367072100","Noise Immunity of Devices of Automated Systems for Technological Control of Energy Facilities in the Almaty Region","2022","Studies in Systems, Decision and Control","399","","","277","290","1","10.1007/978-3-030-87675-3_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120889327&doi=10.1007%2F978-3-030-87675-3_17&partnerID=40&md5=8e9cbac71ec381cf8a95e4c2bcc8850e","Al Farabi Kazakh National University, Almaty, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan; Mukhametzhan Tynyshbayev ALT University, Almaty, Kazakhstan; JSC “NC” Kazakhstan Garysh Sapary”, Nur-Sultan, Kazakhstan","Kangozhin, B. R., Al Farabi Kazakh National University, Almaty, Kazakhstan; Baimuratov, Olimzhon, SDU University, Kaskelen, Almaty, Kazakhstan; Zharmagambetova, M. S., Al Farabi Kazakh National University, Almaty, Kazakhstan, SDU University, Kaskelen, Almaty, Kazakhstan, Mukhametzhan Tynyshbayev ALT University, Almaty, Kazakhstan; Dautov, S. S., Mukhametzhan Tynyshbayev ALT University, Almaty, Kazakhstan; Kangozhin, D. B., JSC “NC” Kazakhstan Garysh Sapary”, Nur-Sultan, Kazakhstan","The article presents the results of a study of the noise immunity of devices and elements of automated systems for technological control of energy facilities, associated with the use of relay cables. The analysis of the data obtained in this study is based on theoretical research methods, and the computational and experimental method were applied to determine the level of pulsed electromagnetic interference at 220 kV Taldykurgan, Stroitelnaya (Construction), Sary-Ozek, Zavodskaya and SS-220 “Shu” substations. All energy facilities considered in this article are located in the Almaty region. The influence of shielding cables on the level of electromagnetic influences on devices and elements of the automation system is revealed. It has been experimentally established that impulse noise in some relay circuits exceeds the permissible values during short-circuit and switching in the electrical network. The actual screening factors of control cables in operational conditions are determined. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Aggregated interference; Automated process of control systems; Electrical substation; Electromagnetic compatibility; Electromagnetic environment; Electromagnetic interference; Grounding device; Radiated pulse interference; Relay protection and automation","","","","","","","","","Book chapter","Final","","Scopus","2-s2.0-85120889327"
"Aitchanov, B.; Baimuratov, O.A.; Zhussupekov, M.; Aitzhanov, T.","Aitchanov, B. H. (55507870100); Baimuratov, Olimzhon (55832104800); Zhussupekov, Muratbek (57226547813); Aitzhanov, Tleu (57238145800)","55507870100; 55832104800; 57226547813; 57238145800","Contact Centers Management Models: Analysis and Recommendations","2021","SIST 2021 - 2021 IEEE International Conference on Smart Information Systems and Technologies","","","9465921","","","3","10.1109/SIST50301.2021.9465921","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113898640&doi=10.1109%2FSIST50301.2021.9465921&partnerID=40&md5=de3531396b4407697f3b71ec4ec202f5","SDU University, Kaskelen, Almaty, Kazakhstan","Aitchanov, B. H., SDU University, Kaskelen, Almaty, Kazakhstan; Baimuratov, Olimzhon, SDU University, Kaskelen, Almaty, Kazakhstan; Zhussupekov, Muratbek, SDU University, Kaskelen, Almaty, Kazakhstan; Aitzhanov, Tleu, SDU University, Kaskelen, Almaty, Kazakhstan","This paper presents the results of analysis of solutions in the field of Contact Center aimed at optimizing the entire system as a whole, as well as additional processes. Often, when improving the system at the request of the consumer, there are vague issues of infrastructure solutions and financial support. One of the improvement goals is achieved by examining the factors related to people or employees that shape customer satisfaction in the context of call centers.The rationale for this decision is confirmed by the short time required to scale infrastructure and information systems in emergency situations.Currently, operating call centers find it difficult to adapt to high loads and upgrade infrastructure solutions without significant costs. This paper presents the results of the analysis of call center management models and provides practical solutions. © 2021 IEEE.","Call Center; Contact Center; IT company; IT management; IT management models; IT service efficiency; operational cycle","Customer satisfaction; Information use; Call centers; Contact centers; Entire system; Financial support; High load; Management Model; Practical solutions; Information systems","","","","2021 IEEE International Conference on Smart Information Systems and Technologies, SIST 2021","2021-04-28 through 2021-04-30","Nur-Sultan","171071","Conference paper","Final","","Scopus","2-s2.0-85113898640"
"Adilkhan, S.; Alimanova, M.","Adilkhan, Shyngys (57293085300); Alimanova, Madina U. (55938129800)","57293085300; 55938129800","Application of Gamification Tool in Hand Rehabilitation Process","2021","SIST 2021 - 2021 IEEE International Conference on Smart Information Systems and Technologies","","","9465956","","","1","10.1109/SIST50301.2021.9465956","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113879582&doi=10.1109%2FSIST50301.2021.9465956&partnerID=40&md5=5b94edfa94584ac6e20500b3c1b3144d","SDU University, Kaskelen, Almaty, Kazakhstan","Adilkhan, Shyngys, SDU University, Kaskelen, Almaty, Kazakhstan; Alimanova, Madina U., SDU University, Kaskelen, Almaty, Kazakhstan","Video games are constantly evolving and today they are one of the main types of entertainment. As we live in the digital age, the implementation of IT solutions in other areas of activity remains relevant. Today, almost all processes use IT technologies: calling a taxi, ordering food, education, shopping, and so on. The use of IT technologies in the field of medicine is not uncommon. But it's not often that you see video games being used in this area. Video games and their development are an integral part of the IT sphere. The technologies that exist now allow us to create our own game products, which can then be implemented in other processes. This research is aimed at studying the term of gamification, its impact on rehabilitation processes, and the study of gamification tools and game products used in the field of medicine. In this research we propose a gamified solution for hand rehabilitation process which include 3D game that work in conjunction with the VR tool called Leap Motion. Since video games attract people with reward systems, goals and many other factors, why not to use it as a key element in process of rehabilitation? In some cases, it is more effective method rather than traditional therapy. © 2021 IEEE.","FPV; gamification; Leap Motion; TPV; Unity 3D; virtual reality","Gamification; Information systems; Information use; Taxicabs; Digital age; Hand rehabilitation; In-process; Integral part; IT solution; It technologies; Key elements; Reward systems; Human computer interaction","","","","2021 IEEE International Conference on Smart Information Systems and Technologies, SIST 2021","2021-04-28 through 2021-04-30","Nur-Sultan","171071","Conference paper","Final","","Scopus","2-s2.0-85113879582"
"Meraliyev, B.; Kongratbayev, K.; Sultanova, N.","Meraliyev, Bakhtiyor (57238603500); Kongratbayev, Kurmangazy (57238249300); Sultanova, Nazerke (57215220048)","57238603500; 57238249300; 57215220048","Content Analysis of Extracted Suicide Texts from Social Media Networks by Using Natural Language Processing and Machine Learning Techniques","2021","SIST 2021 - 2021 IEEE International Conference on Smart Information Systems and Technologies","","","9466001","","","1","10.1109/SIST50301.2021.9466001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113863332&doi=10.1109%2FSIST50301.2021.9466001&partnerID=40&md5=d5eecc3465249b501b79e7b581ec897c","SDU University, Kaskelen, Almaty, Kazakhstan","Meraliyev, Bakhtiyor, SDU University, Kaskelen, Almaty, Kazakhstan; Kongratbayev, Kurmangazy, SDU University, Kaskelen, Almaty, Kazakhstan; Sultanova, Nazerke, SDU University, Kaskelen, Almaty, Kazakhstan","This work is about the fact that using new technologies, and in particular Natural Language Processing techniques with implementations of Machine Learning models, humanity can be ready to save the souls of people. With the development of the Internet and its accessibility, young people devote more and more time to social networks. It is often easier for them to write about their mood online than to talk about their problem with specialists. By analyzing posts on social networks, the nature of the topic, the manner of writing and other details, it can draw many ideas about a person's mood, predict his or her subsequent actions and prevent a possible crime. Kazakhstan ranks third in terms of the number of suicides in the world. To prevent suicide, it was decided to use sentiment analysis as a technique in Natural Language Processing to identify the positive or negative implication. In order to create a database, it is necessary to collect data from social networks popular in Kazakhstan. The main goal of the work is to combine NLP and ML techniques to build suitable models to get the needed information. © 2021 IEEE.","machine learning; natural language processing; social networks; suicide recognition","Information systems; Information use; Machine learning; Sentiment analysis; Content analysis; Kazakhstan; Machine learning models; Machine learning techniques; NAtural language processing; Social media networks; Young peoples; Social networking (online)","","","","2021 IEEE International Conference on Smart Information Systems and Technologies, SIST 2021","2021-04-28 through 2021-04-30","Nur-Sultan","171071","Conference paper","Final","","Scopus","2-s2.0-85113863332"
"Meraliyev, B.; Kongratbayev, K.; Bekbalanova, M.; Turan, C.","Meraliyev, Bakhtiyor (57238603500); Kongratbayev, Kurmangazy (57238249300); Bekbalanova, Marzhan (57189333865); Turan, Cemil (56246423000)","57238603500; 57238249300; 57189333865; 56246423000","A Computer Vision Supported Investigation on Anxiety-Success Relationship in Educational Processes","2021","SIST 2021 - 2021 IEEE International Conference on Smart Information Systems and Technologies","","","9465880","","","0","10.1109/SIST50301.2021.9465880","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113853879&doi=10.1109%2FSIST50301.2021.9465880&partnerID=40&md5=3f7d01585efad552f230e8aa8f494e6d","SDU University, Kaskelen, Almaty, Kazakhstan","Meraliyev, Bakhtiyor, SDU University, Kaskelen, Almaty, Kazakhstan; Kongratbayev, Kurmangazy, SDU University, Kaskelen, Almaty, Kazakhstan; Bekbalanova, Marzhan, SDU University, Kaskelen, Almaty, Kazakhstan; Turan, Cemil, SDU University, Kaskelen, Almaty, Kazakhstan","It is a common knowledge that fear and anxiety affect the success during an examination. In this work we examine the relationship between anxiety and success by using computer vision techniques. In our experiments, firstly we classify different kind of emotions extracted from videos and then investigate the effects of them on success as exam scores. Additionally, we use the same techniques to implement an effective proctoring during examinations which is very important process for online educations that become widespread due to the pandemic. © 2021 IEEE.","anxietysuccess relationship; Emotion recognition; online proctoring","Distance education; Information systems; Information use; Common knowledge; Computer vision techniques; Educational process; On-line education; Computer vision","","","","2021 IEEE International Conference on Smart Information Systems and Technologies, SIST 2021","2021-04-28 through 2021-04-30","Nur-Sultan","171071","Conference paper","Final","","Scopus","2-s2.0-85113853879"
