"Автор (ы)","Author full names","Идентификатор автора(ов)","Название документа","Год","Название источника","Том","Выпуск","Статья №","Страница начала","Страница окончания","Цитирования","DOI","Ссылка","Организации","Авторы организаций","Краткое описание","Ключевые слова автора","Ключевые слова указателя","Сведения о финансировании","Текст о финансировании","Спонсоры","Название конференции","Дата конференции","Место проведения конференции","Код конференции","Тип документа","СТАДИЯ ПУБЛИКАЦИИ","Open Access (открытый доступ)","Источник","EID"
"Kadyrov, S.; Mashurov, F.","Kadyrov, Shirali (36844229300); Mashurov, Farukh A. (57210822628)","36844229300; 57210822628","Generalized continued fraction expansions for π and e","2021","Journal of Discrete Mathematical Sciences and Cryptography","24","6","","1809","1819","3","10.1080/09720529.2021.1936897","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111827982&doi=10.1080%2F09720529.2021.1936897&partnerID=40&md5=65e3b2fc51c5bfd71d79b7c3b61fc60f","Department of Mathematics and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Mathematics and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Kazakh-British Technical University, Almaty, Kazakhstan","Kadyrov, Shirali, Department of Mathematics and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Mashurov, Farukh A., Department of Mathematics and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan, Kazakh-British Technical University, Almaty, Kazakhstan","Recently Raayoni et al. announced various conjectures on continued fractions of fundamental constants automatically generated with machine learning techniques. In this paper, we prove some of their stated conjectures for Euler number e and show the equivalence of some of the listed conjectures. Moreover, we propose a simple method that can be used to generate other continued fractions using their series representations. © 2021 Taru Publications.","11Y65; 30B70; Euler number e; Generalized continued fraction; Ramanujan machine; π","","","","","","","","","Article","Final","","Scopus","2-s2.0-85111827982"
"Putilovskaya, T.S.; Kassymova, G.M.","Putilovskaya, Tatiana S. (57207450493); Kassymova, Gulnara M. (57215851898)","57207450493; 57215851898","Psychological Readiness of Students for Digitalization of Educational Process","2021","Studies in Systems, Decision and Control","314","","","1337","1345","1","10.1007/978-3-030-56433-9_139","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102295944&doi=10.1007%2F978-3-030-56433-9_139&partnerID=40&md5=f1ca84dad83182ce0e44a6b672447f6c","The State University of Management, Moscow, Russian Federation; Faculty of Education and Humanities, SDU University, Kaskelen, Almaty, Kazakhstan","Putilovskaya, Tatiana S., The State University of Management, Moscow, Russian Federation; Kassymova, Gulnara M., Faculty of Education and Humanities, SDU University, Kaskelen, Almaty, Kazakhstan","The purpose of this article, analyzing the core of digitalizing the education process, is a review of the extent of students’ readiness for starting a new platform and for taking part in the education process that is based on the use of information and communication technologies and digital technology. As the subject of analysis, the authors chose the sphere of studying a foreign language as an academic subject in the framework of a higher education program, in which digitalization causes an ambiguous attitude, both from students and the teaching community. Overcoming the negative attitude towards the digitalization of teaching foreign languages is one of the prerequisites for considering this issue. Recalling the work of IT specialists, the authors describe the basic directions for digitalizing. The first is the development of information sources (content). The next is the formation of telecommunication system (interaction). And the third direction is an organization of education process (management). In considering the term «psychological readiness», the authors rely on psychological research, in which scientists explored the use of this term in different kinds of activity. When the authors explored the nature of psychological readiness, they conducted a survey and analyzed the students’ written works. As a result they got some information that shows the level of students’ readiness for digitalizing education. That has led to a series of findings which confirmed that in general students treat the digital revolution in education system in a positive way. But they should be more active, autonomous and well-organized for full and effective functioning in the new environment. The article includes specific recommendations for the organization of education process aimed at language acquisition in the new environment: learning and realizing what digital revolution is, gradual entry into digital education platform, psychological preparation for the new learning conditions on a transitional stage and the support of educational technology referred to as «Blended Learning». © 2021, Springer Nature Switzerland AG.","Blended learning; Education digitalizing; Information resources; Management of education process; Psychological readiness; Telecommunication technologies","","","","","","","","","Book chapter","Final","","Scopus","2-s2.0-85102295944"
"Utebayeva, D.; Alduraibi, M.; Ilipbayeva, L.; Temirgaliyev, Y.","Utebayeva, Dana (57221521865); Alduraibi, Manal (57221523259); Ilipbayeva, Lyazzat B. (57217834422); Temirgaliyev, Yelmurat (57221529195)","57221521865; 57221523259; 57217834422; 57221529195","Stacked BiLSTM-CNN for Multiple label UAV sound classification","2020","Proceedings - 4th IEEE International Conference on Robotic Computing, IRC 2020","","","9287958","470","474","11","10.1109/IRC.2020.00089","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099390280&doi=10.1109%2FIRC.2020.00089&partnerID=40&md5=77f391e10617640bf13972654c91dcbf","Department of Eet and St, Satbayev University, Almaty, Kazakhstan; Dept. of Computer and IT, Purdue University, West Lafayette, IN, United States; Department of Ree and T, IIT University, Almaty, Kazakhstan; Department of Cs, SDU University, Kaskelen, Almaty, Kazakhstan","Utebayeva, Dana, Department of Eet and St, Satbayev University, Almaty, Kazakhstan; Alduraibi, Manal, Dept. of Computer and IT, Purdue University, West Lafayette, IN, United States; Ilipbayeva, Lyazzat B., Department of Ree and T, IIT University, Almaty, Kazakhstan; Temirgaliyev, Yelmurat, Department of Cs, SDU University, Kaskelen, Almaty, Kazakhstan","Recently the detection of drones using acoustic data has attracted the interest of researchers, because it is less expensive than other traditional methods. By using acoustic signature we can perform binary classification of UAVs, moreover we can identify if the drone has a load or not. Detection of UAVs with an additional load in the restricted and crowded areas is considered as an effective protection system. This paper considers Multiple label UAV sound classification task using LSTM-CNN architecture. The proposed architecture is composed of Stacked Bidirectional LSTM and CNN, which were learned on representations of the short-term power spectrum of UAV sounds (MFCCs). The results of our experiment show higher accuracy by using a combination of Stacked BiLSTM and CNN rather than using these architectures separately. © 2020 IEEE.","acoustic data classification; LSTM CNN; Multi label sound classification; Stacked BiLSTM; UAV detection","Agricultural robots; Architecture; Bismuth compounds; Drones; Long short-term memory; Robotics; Acoustic data; Acoustic signature; Additional loads; Binary classification; Multiple labels; Proposed architectures; Protection systems; Sound classification; Aircraft detection","","","","4th IEEE International Conference on Robotic Computing, IRC 2020","2020-11-09 through 2020-11-11","Virtual, Taichung","166083","Conference paper","Final","","Scopus","2-s2.0-85099390280"
"Utebayeva, D.; Almagambetov, A.; Alduraibi, M.; Temirgaliyev, Y.; Ilipbayeva, L.; Marxuly, S.","Utebayeva, Dana (57221521865); Almagambetov, Akhan (55420049300); Alduraibi, Manal (57221523259); Temirgaliyev, Yelmurat (57221529195); Ilipbayeva, Lyazzat B. (57217834422); Marxuly, Sunggat (57221535422)","57221521865; 55420049300; 57221523259; 57221529195; 57217834422; 57221535422","Multi-label UAV sound classification using Stacked Bidirectional LSTM","2020","Proceedings - 4th IEEE International Conference on Robotic Computing, IRC 2020","","","9287942","453","458","26","10.1109/IRC.2020.00086","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099382258&doi=10.1109%2FIRC.2020.00086&partnerID=40&md5=1e34d020077acfec4c168349a3ac751e","Department of Electrical Engineering, Satbayev University, Almaty, Kazakhstan; Erau, Embry-Riddle Aeronautical University, Prescott, Prescott, AZ, United States; Computer and Information Technology, Purdue University, West Lafayette, IN, United States; Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Radio Engineering, Electronics and Telecommunications, International Information Technology University, Almaty, Kazakhstan; Department of Eet and St, Satbayev University, Almaty, Kazakhstan","Utebayeva, Dana, Department of Electrical Engineering, Satbayev University, Almaty, Kazakhstan; Almagambetov, Akhan, Erau, Embry-Riddle Aeronautical University, Prescott, Prescott, AZ, United States; Alduraibi, Manal, Computer and Information Technology, Purdue University, West Lafayette, IN, United States; Temirgaliyev, Yelmurat, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Ilipbayeva, Lyazzat B., Department of Radio Engineering, Electronics and Telecommunications, International Information Technology University, Almaty, Kazakhstan; Marxuly, Sunggat, Department of Eet and St, Satbayev University, Almaty, Kazakhstan","Nowadays Unmanned Aerial Vehicles (UAVs) pose an increasing threat to public areas such as parks, schools, hospitals and official buildings. Different methods of dealing with UAV detection are developing more and more actively. This paper primarily focuses on two key aims: the first aim is to perform a multi-label classification system and the second aim is to develop Stacked Bidirectional Long Short-Term Memory (LSTM) with two hidden layers to categorize multiple UAVs sounds. Frame-wise spectral-domain features are applied as inputs of the proposed system. Overall, the results of the study show that the sound of UAVs can be classified into multiple labels. This study has been one of the first attempts to thoroughly examine Stacked Bidirectional LSTM for UAV sound classification task. © 2020 IEEE.","LSTM; Multi label classification; sound classification; Stacked Bidirectional LSTM; UAV sound classification","Agricultural robots; Antennas; Classification (of information); Long short-term memory; Robotics; Unmanned aerial vehicles (UAV); Hidden layers; Multi label classification; Multi-label; Multiple labels; Multiple UAVs; Public areas; Sound classification; Spectral domains; Aircraft detection","","","","4th IEEE International Conference on Robotic Computing, IRC 2020","2020-11-09 through 2020-11-11","Virtual, Taichung","166083","Conference paper","Final","","Scopus","2-s2.0-85099382258"
"Kal'menov, T.S.; Otelbaev, M.; Arepova, G.","Kal'menov, Tynysbek Sharipovich (6504351037); Otelbaev, Mukhtarbay O. (6508334429); Arepova, Gaukhar D. (57188559631)","6504351037; 6508334429; 57188559631","Bitsadze–Samarskii Boundary Conditions for an Elliptic-Parabolic Volume Potential with Smooth Matching","2020","Differential Equations","56","6","","740","755","2","10.1134/S0012266120060075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087383950&doi=10.1134%2FS0012266120060075&partnerID=40&md5=9f01dfdf5893b3c83ad840a870f428e7","Ministry of Science and Higher Education, Almaty, Kazakhstan; Al Farabi Kazakh National University, Almaty, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan","Kal'menov, Tynysbek Sharipovich, Ministry of Science and Higher Education, Almaty, Kazakhstan; Otelbaev, Mukhtarbay O., Ministry of Science and Higher Education, Almaty, Kazakhstan; Arepova, Gaukhar D., Al Farabi Kazakh National University, Almaty, Kazakhstan, SDU University, Kaskelen, Almaty, Kazakhstan","Abstract: Bitsadze–Samarskii boundary conditions are obtained for a regular elliptic-parabolicvolume potential given in a cylindrical domain based on the spectral decomposition of Green’sfunction of the Holmgren problem. © 2020, Pleiades Publishing, Ltd.","","","Ministry of Education and Science of the Republic of Kazakhstan, (AP05133239, AP05134615, BR05236656)","This work was supported by the Science Committee of the Ministry of Education and Science of Kazakhstan, projects nos. AP05133239, AP05134615, and BR05236656.","","","","","","Article","Final","","Scopus","2-s2.0-85087383950"
"Amirgaliyev, Y.; Kuanyshbay, D.; Yedilkhan, D.; Shoiynbek, A.","Amirgaliyev, Yedilkhan Nesipkhanovich (56167524400); Kuanyshbay, Darkhan N. (57215602501); Yedilkhan, Didar (57160461000); Shoiynbek, Aisultan A. (57215213422)","56167524400; 57215602501; 57160461000; 57215213422","Automatic speech recognition system for Kazakh language using connectionist temporal classifier","2020","Journal of Theoretical and Applied Information Technology","98","4","","703","713","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081391939&partnerID=40&md5=c5a6f5a1b7500d8e4a31cb7ace5b2f68","Institute Information and Computational Technologies CS MES RK, Astana, Kazakhstan; Al Farabi Kazakh National University, Almaty, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan; Astana IT University, Astana, Kazakhstan","Amirgaliyev, Yedilkhan Nesipkhanovich, Institute Information and Computational Technologies CS MES RK, Astana, Kazakhstan, Al Farabi Kazakh National University, Almaty, Kazakhstan; Kuanyshbay, Darkhan N., Institute Information and Computational Technologies CS MES RK, Astana, Kazakhstan, SDU University, Kaskelen, Almaty, Kazakhstan; Yedilkhan, Didar, Institute Information and Computational Technologies CS MES RK, Astana, Kazakhstan, Astana IT University, Astana, Kazakhstan; Shoiynbek, Aisultan A., Institute Information and Computational Technologies CS MES RK, Astana, Kazakhstan, SDU University, Kaskelen, Almaty, Kazakhstan","This scientific report illustrates the performance evaluation of the well-known, recently popular neural network Connectionist Temporal Classifier (CTC) for speech recognition. The CTC contains LSTM layers with 256 cells and Momentum Optimizer with learning rate 0.005 and momentum 0.9. Dataset that we have used has 35 native speakers with 360 utterances. For expanding the size of our dataset with overall performance augmentation techniques has been applied using Adobe Audition software, which output 20 more speakers to our original dataset. The result of our experiment has been evaluated with LER (Label error rate). LER measures the inaccuracy between predicted an actual texts. The output of the experiment reported training LER 0.000 and validation LER 0.5. © 2020 Little Lion Scientific. All rights reserved.","Acoustic Model; CTC; Data Augmentation; Language Model; Recurrent Neural Network; Time Warping","","Ministry of Education and Science of the Republic of Kazakhstan, (AP05132648)","Funding text 1: This work is supported by a grant from the Ministry of Education and Science of the Republic of Kazakhstan within the framework of the Project “AP05132648- Creating verbal and interactive robots based on advanced voice and mobile technologies”; Funding text 2: Funding: This work is supported by a grant from the Ministry of Education and Science of the Republic of Kazakhstan within the framework of the Project “AP05132648-Creating verbal and interactive robots based on advanced voice and mobile technologies” Conflicts of Interest: The authors declare no conflict of interest.","","","","","","Article","Final","","Scopus","2-s2.0-85081391939"
"Dyussekenov, D.; Kadyrov, S.","Dyussekenov, D. (57211952317); Kadyrov, Shirali (36844229300)","57211952317; 36844229300","Weakly divergent partial quotients","2020","Asian-European Journal of Mathematics","13","1","2050158","","","1","10.1142/S1793557120501582","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075483538&doi=10.1142%2FS1793557120501582&partnerID=40&md5=31a54ded88cb799d98bbea979817c778","Department of Mathematics, Nazarbayev University, Astana, Kazakhstan; Department of Mathematics and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan","Dyussekenov, D., Department of Mathematics, Nazarbayev University, Astana, Kazakhstan; Kadyrov, Shirali, Department of Mathematics and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan","We study the real numbers with partial quotients diverging to infinity in a subsequence. We show that if the subsequence has positive density then such sets have Hausdorff dimension equal to 1/2. This generalizes one of the results obtained in [C. Y. Cao, B. W. Wang and J. Wu, The growth speed of digits in infinite iterated function systems, Studia. Math. 217(2) (2013) 139-158; I. J. Good, The fractional dimensional theory of continued fractions, Proc. Cambridge Philos. Soc. 37 (1941) 199-228]. © 2020 World Scientific Publishing Company.","Continued fractions; Hausdorff dimension; partial quotients","","Nazarbayev University, NU","The authors would like to thank the referee for useful comments. The second author is partially supported by Nazarbayev University Social Policy grant.","","","","","","Article","Final","","Scopus","2-s2.0-85075483538"
"Baimuratov, O.; Ayazbayev, D.A.","Baimuratov, Olimzhon (55832104800); Ayazbayev, Dauren A. (58027694900)","55832104800; 58027694900","Identifying lexical compatibilities of words by vectors of specialized words","2020","KazNU Bulletin. Mathematics, Mechanics, Computer Science Series","107","3","","67","73","0","10.26577/JMMCS.2020.v107.i3.07","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180236188&doi=10.26577%2FJMMCS.2020.v107.i3.07&partnerID=40&md5=c7e157acc315ba841b199cd3a43503f3","SDU University, Kaskelen, Almaty, Kazakhstan","Baimuratov, Olimzhon, SDU University, Kaskelen, Almaty, Kazakhstan; Ayazbayev, Dauren A., SDU University, Kaskelen, Almaty, Kazakhstan","In court system secretary fills protocols. Filling protocols with mistakes can lead to misunderstanding between people. Hence it is important writing protocols properly. In current work to identify mistakes lexical compatibilities of words were computed. To do it Skip-gram model was applied. In Skip-gram model words are represented by vectors. Words with similar meaning and lexically compatible words should have approximately the same direction. Therefore to calculate lexical compatibility of two words cosine value of angle between corresponding two vectors was identified. Cosine value of highly lexically compatible words should be approximately equal to 1. Lexically incompatible words should approximately have value-1. To test their system authors used the text of article of the constitution of the Republic of Kazakhstan. Particularly, words which are not related to meaning of article of the constitution were inserted, and the system had to identify that inserted words. The system for some words showed high accuracy, however some words showed low accuracy. By authors’ opinion, it happened because even inserted words were not related in meaning, they could be lexically compatible with their neighbors. For example, word computer can be used in other contexts with word бұрынғы (old) of Kazakh language. This research is carried out within the framework of the Ministry of Education and Science of Republic of Kazakhstan grant project ""Developing and implementing the innovative competency-based model of multilingual IT specialist in the course of national education system modernization"". © 2020 Al-Farabi Kazakh National University.","lexically compatibilities of words; Skip-gram model; vectors of words","","Ministry of Education and Science of the Republic of Kazakhstan","In court system secretary fills protocols. Filling protocols with mistakes can lead to misunderstanding between people. Hence it is important writing protocols properly. In current work to identify mistakes lexical compatibilities of words were computed. To do it Skip-gram model was applied. In Skip-gram model words are represented by vectors. Words with similar meaning and lexically compatible words should have approximately the same direction. Therefore to calculate lexical compatibility of two words cosine value of angle between corresponding two vectors was identified. Cosine value of highly lexically compatible words should be approximately equal to 1. Lexically incompatible words should approximately have value -1. To test their system authors used the text of article of the constitution of the Republic of Kazakhstan. Particularly, words which are not related to meaning of article of the constitution were inserted, and the system had to identify that inserted words. The system for some words showed high accuracy, however some words showed low accuracy. By authors’ opinion, it happened because even inserted words were not related in meaning, they could be lexically compatible with their neighbors. For example, word computer can be used in other contexts with word бұрынғы (old) of Kazakh language. This research is carried out within the framework of the Ministry of Education and Science of Republic of Kazakhstan grant project ""Developing and implementing the innovative competency-based model of multilingual IT specialist in the course of national education system modernization"".","","","","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85180236188"
"Callingham, R.; Sapazhanov, Y.; Orynbassar, A.","Callingham, Rosemary A. (6507143718); Sapazhanov, Yershat (57204426334); Orynbassar, Alibek (57220763198)","6507143718; 57204426334; 57220763198","BECOMING A MATHEMATICS TEACHER EDUCATOR: Perspectives from Kazakhstan and Australia","2020","International Handbook of Mathematics Teacher Education: Volume 4: The Mathematics Teacher Educator as a Developing Professional, Second Edition","4","","","369","390","3","10.1163/9789004424210_014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141631549&doi=10.1163%2F9789004424210_014&partnerID=40&md5=c692896a064f74286ded7fff3eb72434","School of Education, University of Tasmania, Hobart, TS, Australia; Faculty of Education and Humanities, SDU University, Kaskelen, Almaty, Kazakhstan","Callingham, Rosemary A., School of Education, University of Tasmania, Hobart, TS, Australia; Sapazhanov, Yershat, Faculty of Education and Humanities, SDU University, Kaskelen, Almaty, Kazakhstan; Orynbassar, Alibek, Faculty of Education and Humanities, SDU University, Kaskelen, Almaty, Kazakhstan","Mathematics education is well established or growing in many countries around the world, but less is known about it and those who are involved in it from countries, such as Kazakhstan, that were part of the United Soviet Socialist Republics. In this chapter, we contribute to this gap in the field by addressing mathematics education and development of mathematics teacher educators in Kazakhstan. Specifically, we focus on the career paths of some Kazakhstan mathematics teacher educators and contrast them with career pathways identified in Australia. We use Bronfenbrenner’s ecological systems model to compare how influences at the macro-, meso- and microsystems levels play out differently in these two countries and affect the experience of becoming a mathematics teacher educator. © 2020 by Koninklijke Brill NV, Leiden, The Netherlands.","","","","","","","","","","Book chapter","Final","","Scopus","2-s2.0-85141631549"
"Atymtayeva, L.; Kozhakhmet, K.; Savchenko, A.","Atymtayeva, Lyazzat (42061007500); Kozhakhmet, Kanat T. (54897934000); Savchenko, Alexander (57218266217)","42061007500; 54897934000; 57218266217","Automated system for monitoring of educational processes: collection, management, and modeling of data","2020","Lecture Notes in Business Information Processing","391 LNBIP","","","341","351","3","10.1007/978-3-030-52306-0_24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088511833&doi=10.1007%2F978-3-030-52306-0_24&partnerID=40&md5=7966f84fa208ee3ba73eb8e0414b13ca","SDU University, Kaskelen, Almaty, Kazakhstan","Atymtayeva, Lyazzat, SDU University, Kaskelen, Almaty, Kazakhstan; Kozhakhmet, Kanat T., SDU University, Kaskelen, Almaty, Kazakhstan; Savchenko, Alexander, SDU University, Kaskelen, Almaty, Kazakhstan","Currently, the most of the processes at the educational analytical centers entirely depend on the human factor. Automation of the real-time monitoring system for the educational processes can be possible through the development and improvement of the information technologies, algorithms and computational methods, such as machine learning methods, analysis and visualization of big data processes. This paper covers the issues of the development of automated system for monitoring of educational processes from the point of view of data collection, data management, and data modeling. It includes the stages of data collection with the description of data engineering methods, data management procedures, algorithms of data cleaning and filtering, data modeling and visualization processes as well as the description of intelligent algorithms for scoring analysis of results. The principal feature that characterizes the development of the mentioned automated system is the using of availability of user experience data from existing educational sites and other open data sources that allow us to create a complete vision of the educational processes’ state at various levels. © Springer Nature Switzerland AG 2020.","Data collection; Data modeling; Education; Machine learning","Automation; Data acquisition; Data visualization; Information analysis; Machine learning; Monitoring; Open Data; Software design; User experience; Visualization; Analytical centers; Automated systems; Educational process; Intelligent Algorithms; Machine learning methods; Management procedures; Real time monitoring system; Visualization process; Information management","Süleyman Demirel Üniversitesi, SDÜ","This research was supported by grant of the program of Ministry of Education of the Republic of Kazakhstan BR05236699 Development of a digital adaptive educational environment using Big Data analytics. We thank our colleagues from Suleyman Demirel University (Kazakhstan) who provided insight and expertise that greatly assisted the research. We express our hopes that they will agree with the conclusions and findings of this paper.","","10th International Symposium on Business Modeling and Software Design, BMSD 2020","2020-07-06 through 2020-07-08","Berlin","242039","Conference paper","Final","","Scopus","2-s2.0-85088511833"
"Kozhakhmet, K.; Zhumaliyeva, R.; Shoiynbek, A.; Sultanova, N.","Kozhakhmet, Kanat T. (54897934000); Zhumaliyeva, Rakhima (57215220197); Shoiynbek, Aisultan A. (57215213422); Sultanova, Nazerke (57215220048)","54897934000; 57215220197; 57215213422; 57215220048","Speech emotion recognition for Kazakh and Russian languages","2020","Applied Mathematics and Information Sciences","14","1","","65","68","3","10.18576/AMIS/140108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084071691&doi=10.18576%2FAMIS%2F140108&partnerID=40&md5=553617e4380ff1b699ae8bab37f0b296","SDU University, Kaskelen, Almaty, Kazakhstan","Kozhakhmet, Kanat T., SDU University, Kaskelen, Almaty, Kazakhstan; Zhumaliyeva, Rakhima, SDU University, Kaskelen, Almaty, Kazakhstan; Shoiynbek, Aisultan A., SDU University, Kaskelen, Almaty, Kazakhstan; Sultanova, Nazerke, SDU University, Kaskelen, Almaty, Kazakhstan","In the age of information and automation, where the robotics sphere is increasing each day, and people interact with automation systems, emotion recognition mechanisms will play an important role for better interactions between humans and machines. The emotion recognition is very important in AI spheres since it will make human-computer interface (HCI) more user-friendly and similar to the real-man behavior. The audio emotion corpus of Kazakh and Russian languages which has more than 16 000 records on 8 type of emotions is collected during the research. One hundred and one participants participated in the assembly of the corps. Extensive amount of work has been done related to sorting and human recognizing of emotion using the majority voting method. The data set was divided into TRAIN (80%), VALIDATION (10%) and TESTING (10%) sets. For this problem, Deep Neural Network has been applied with Stochastic Gradient Descent optimizer with batch normalization. MFCC feature supported by the LIBROSSA library was used as an input. © 2020 NSP Natural Sciences Publishing Cor.","Deep neural networks; Kazakh language; MFCC; Russian language; Spectral audio features; Speech emotion recognition","","","","","","","","","Article","Final","","Scopus","2-s2.0-85084071691"
"Baizhanov, B.; Kulpeshov, B.S.; Zambarnaya, T.","Baizhanov, Bektur Sembiuly (8251062900); Kulpeshov, B. Sh (8645904700); Zambarnaya, Tatyana Sergeevna (57202626847)","8251062900; 8645904700; 57202626847","A.D. Taimanov and model theory in Kazakhstan","2020","Siberian Electronic Mathematical Reports","17","","","1","58","1","10.33048/semi.2020.17.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083682493&doi=10.33048%2Fsemi.2020.17.011&partnerID=40&md5=55d802315606028f6f6cb93ccbdeb414","Institute of Mathematics and Mathematical Modeling, Almaty, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan; Kazakh-British Technical University, Almaty, Kazakhstan","Baizhanov, Bektur Sembiuly, Institute of Mathematics and Mathematical Modeling, Almaty, Kazakhstan, SDU University, Kaskelen, Almaty, Kazakhstan; Kulpeshov, B. Sh, Kazakh-British Technical University, Almaty, Kazakhstan; Zambarnaya, Tatyana Sergeevna, Institute of Mathematics and Mathematical Modeling, Almaty, Kazakhstan","The article gives an overview of the development of model theory in Kazakhstan over the past 60 years from the standpoint of the tasks that stood at that time. We consider directions that naturally arose from the definition of truth in a model and under the influence of Doctor of Physical and Mathematical Sciences, Academician A. Taimanov, initiator of the growth of model theory in Kazakhstan. © 2020 Baizhanov B.S.","A.D. taimanov; History of model theory; Kazakhstan","","","","","","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85083682493"
"Kolesnikov, P.S.; Sartayev, B.K.; Orazgaliev, A.","Kolesnikov, Pavel Sergeyevich (23060559100); Sartayev, B. K. (57210558545); Orazgaliev, A. (57210567284)","23060559100; 57210558545; 57210567284","Gelfand–Dorfman algebras, derived identities, and the Manin product of operads","2019","Journal of Algebra","539","","","260","284","21","10.1016/j.jalgebra.2019.07.034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070878878&doi=10.1016%2Fj.jalgebra.2019.07.034&partnerID=40&md5=8d8234f5cd884cd340d7718edb4799c3","Sobolev Institute of Mathematics of the Siberian Branch of the Russian Academy of Sciences, Novosibirsk, Novosibirsk Oblast, Russian Federation; SDU University, Kaskelen, Almaty, Kazakhstan; Al Farabi Kazakh National University, Almaty, Kazakhstan","Kolesnikov, Pavel Sergeyevich, Sobolev Institute of Mathematics of the Siberian Branch of the Russian Academy of Sciences, Novosibirsk, Novosibirsk Oblast, Russian Federation; Sartayev, B. K., SDU University, Kaskelen, Almaty, Kazakhstan; Orazgaliev, A., Al Farabi Kazakh National University, Almaty, Kazakhstan","Gelfand–Dorfman bialgebras (GD-algebras) are nonassociative systems with two bilinear operations satisfying a series of identities that express Hamiltonian property of an operator in the formal calculus of variations. The paper is devoted to the study of GD-algebras related with differential Poisson algebras. As a byproduct, we obtain a general description of identities that hold for operations a≻b=d(a)b and a≺b=ad(b) on a (non-associative) differential algebra with a derivation d. © 2019 Elsevier Inc.","Differential algebra; Gelfand–Dorfman algebra; Identity; Operad; Poisson algebra","","Siberian Branch, Russian Academy of Sciences, SB RAS, (0314-2016-0001, AP05131179); Süleyman Demirel Üniversitesi","Funding text 1: The first author was supported by the Program of fundamental scientific researches of the Siberian Branch of Russian Academy of Sciences , I.1.1, project 0314-2016-0001 . The second author was supported by Research Project AP05131179 , “Symmetric functions, permutation statistics and Lie–Jordan elements” ( Suleiman Demirel University ). The authors are grateful to the referee for important remarks and comments.; Funding text 2: The first author was supported by the Program of fundamental scientific researches of the Siberian Branch of Russian Academy of Sciences, I.1.1, project 0314-2016-0001. The second author was supported by Research Project AP05131179, ?Symmetric functions, permutation statistics and Lie?Jordan elements? (Suleiman Demirel University). The authors are grateful to the referee for important remarks and comments.","","","","","","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85070878878"
