"Автор (ы)","Author full names","Идентификатор автора(ов)","Название документа","Год","Название источника","Том","Выпуск","Статья №","Страница начала","Страница окончания","Цитирования","DOI","Ссылка","Организации","Авторы организаций","Краткое описание","Ключевые слова автора","Ключевые слова указателя","Сведения о финансировании","Текст о финансировании","Спонсоры","Название конференции","Дата конференции","Место проведения конференции","Код конференции","Тип документа","СТАДИЯ ПУБЛИКАЦИИ","Open Access (открытый доступ)","Источник","EID"
"Akimkhanov, A.B.; Frolov, A.A.; Adilbaeyva, S.A.; Yerzhan, K.","Akimkhanov, Askar Bolatbekovich (57192110457); Frolov, Albert Aleksandrovich (57192093202); Adilbaeyva, Shamshat Amangeldiyevna (57190437074); Yerzhan, Kalmakhan (57190438464)","57192110457; 57192093202; 57190437074; 57190438464","Principles of Abu Mansur Al-Maturidi, central Asian Islamic theologian preoccupied with the question of the relation between the Iman/credo and the action in Islam","2016","European Journal of Science and Theology","12","6","","165","176","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997638198&partnerID=40&md5=00a002aede60f6071321e4620c42fc5f","Egyptian University of Islamic culture Nur-Mubarak, Almaty, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan","Akimkhanov, Askar Bolatbekovich, Egyptian University of Islamic culture Nur-Mubarak, Almaty, Kazakhstan; Frolov, Albert Aleksandrovich, SDU University, Kaskelen, Almaty, Kazakhstan; Adilbaeyva, Shamshat Amangeldiyevna, Egyptian University of Islamic culture Nur-Mubarak, Almaty, Kazakhstan; Yerzhan, Kalmakhan, Egyptian University of Islamic culture Nur-Mubarak, Almaty, Kazakhstan","The Central Asian Muslims have been following Khanafi-Maturidi School since they had converted to Islam. Basing his knowledge on Abu Hanifa‟s theistic principles Abu Mansur al-Maturidi became a unique religious ideologist of the Khanafi School since the XI-XII centuries. After fall of the Soviet Union the various alien sects spread widely across the region which was once dominated by Khanafi-Maturidi School. The adepts of the alien sects along with expansion criticized and defused the religious views and traditions that the local people had practiced over centuries. This endangered the Central Asian Muslims belief system. The article explains the notions and relations of the „iman‟/credo and „deeds‟ which would be a basic principle of the vanishing Maturidi teachings. Nowadays Imam Maturidi‟s theistic principles especially concerning the „iman‟/credo should be studied and analysed thoroughly, thus reviving his teachings with objective of tackling the religious extremism, ensuring the religious tolerance and stability in the Central Asia. © 2016, Ecozone, OAIMDD. All rights reserved.","Epistemology; Muslim; Mu’min; Qalam; Theology","","","","","","","","","Article","Final","","Scopus","2-s2.0-84997638198"
"Sadykbekov, K.","Sadykbekov, Kurmangazy (57191756062)","57191756062","Structural and functional peculiarities of -Ar, -Ur, -r suffixes in Mamluk Kipchak languages","2016","Journal of Language and Literature","7","4","","136","141","0","10.7813/jll.2016/7-4/23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006802569&doi=10.7813%2Fjll.2016%2F7-4%2F23&partnerID=40&md5=5e2375024e1de30f84e0793977744676","SDU University, Kaskelen, Almaty, Kazakhstan","Sadykbekov, Kurmangazy, SDU University, Kaskelen, Almaty, Kazakhstan","-Ar, -Ur, -r suffixes are multiple meaning suffixes in Mamluk Kipchak language as well as in Turkic languages, indicating present tense, future tense, and sometimes indicating constant action of changeable present tense (aorist). In this research, -Ar, -Ur, -r suffixes' specific features in Turkic language history of Kipchak Mamluk language period were considered. The results of this study in Mamluk Kipchak -Ar, -Ur, -r suffixes' main duty is action that always indicates constance of changeable present tense (aorist), as well as its usage in the present and future tenses, but usage of these suffixes in future tense is determined as uncertain, and indicating prediction in the future. That is, among above mentioned suffixes phonetic variants don't have meaningful classification, and the verb root addition depends on connection of syllable numbers and last vowel of the root.","Changeable present tense (aorist); Mamluk Kipchak language; Phonetic variants","","","","","","","","","Article","Final","","Scopus","2-s2.0-85006802569"
"Sadykbekov, K.; Auyelbekova, S.","Sadykbekov, Kurmangazy (57191756062); Auyelbekova, Shynar (57191750008)","57191756062; 57191750008","Functional peculiarities of -gay, -gey suffixes in mamluk kipchak languages","2016","Journal of Language and Literature","7","3","","340","344","0","10.7813/jll.2016/7-3/64","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992695485&doi=10.7813%2Fjll.2016%2F7-3%2F64&partnerID=40&md5=667690468670bea33e49d7233988d68d","SDU University, Kaskelen, Almaty, Kazakhstan","Sadykbekov, Kurmangazy, SDU University, Kaskelen, Almaty, Kazakhstan; Auyelbekova, Shynar, SDU University, Kaskelen, Almaty, Kazakhstan","-gay, -gey are one of the most productive and semantically rich suffixes of the Mamluk Kipchak language. The suffixes in Mamluk Kipchak language indicate action in future using future tense and speaker's action that show wish, order, desire, suggestion, request, and warning by using different meanings of modality approach. Hence, the modality meanings are used with -a, -e suffixes as well. There is almost no difference between both suffixes. The only distinction is that the Kipchak -gay -gey suffixes, as general norm of formal language, are used more often than Oguz -a, -e suffixes that are rarely used, because they are considered to be dialectic exceptions. If -gay -gey suffixes are used both in future tense and as modality meaning, -a, -e suffixes are used only in terms of modality meanings.","Mamluk Kipchak language; Modal value; Mood category","","","","","","","","","Article","Final","","Scopus","2-s2.0-84992695485"
"Orazkhan, N.; Tastanbekov, M.; Turlybek, A.; Zhumatayeva, D.; Zhumadullaeva, A.","Orazkhan, Nurlan (56021895700); Tastanbekov, Murat Meirbekovich (57191092037); Turlybek, Aslan (57191091390); Zhumatayeva, Dinora (57191093222); Zhumadullaeva, Aygul (57191093589)","56021895700; 57191092037; 57191091390; 57191093222; 57191093589","Pedagogical model of m.psellos in the development of the byzantine empire","2016","Journal of Language and Literature","7","3","","128","132","0","10.7813/jll.2016/7-3/20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986569375&doi=10.7813%2Fjll.2016%2F7-3%2F20&partnerID=40&md5=dce96778296027ff8a10590c80389d16","Khoja Akhmet Yassawi International Kazakh-Turkish University, Turkistan, Turkistan, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan","Orazkhan, Nurlan, Khoja Akhmet Yassawi International Kazakh-Turkish University, Turkistan, Turkistan, Kazakhstan; Tastanbekov, Murat Meirbekovich, Khoja Akhmet Yassawi International Kazakh-Turkish University, Turkistan, Turkistan, Kazakhstan; Turlybek, Aslan, SDU University, Kaskelen, Almaty, Kazakhstan; Zhumatayeva, Dinora, Khoja Akhmet Yassawi International Kazakh-Turkish University, Turkistan, Turkistan, Kazakhstan; Zhumadullaeva, Aygul, Khoja Akhmet Yassawi International Kazakh-Turkish University, Turkistan, Turkistan, Kazakhstan","Modern humanistic pedagogy changes the heuristic approaches to the formation of different concepts of past eras, revealing all of its aspects. Until now, in the study of pedagogical views of previous eras, researchers were limited to analysis of explicit information that did not allow to fully disclose pedagogical concepts of the past. For the acquisition of pedagogical heritage of the Middle Ages for the pedagogy of modern education, it is necessary to focus on the implicit information. The detection of such source material helps to fully recreate the pedagogical models, their essence and identity. The historical and pedagogical analysis of M. Psellos' works allows to rethink the pedagogical concept of Michael Psellos as humanistic on the basis of a study of implicit information.","Humanism; M. Psellos; Pedagogical models; Pedagogy","","","","","","","","","Review","Final","","Scopus","2-s2.0-84986569375"
"Nussipzhanova, B.; Aldabergenova, G.; Alimzhanova, A.; Tolen, Z.; Gabitov, T.","Nussipzhanova, Bibigul N. (57190570564); Aldabergenova, Gauhar (57193225685); Alimzhanova, Aliya Sh (56819048600); Tolen, Zhengisbek (59918879800); Gabitov, T. K. (56177049600)","57190570564; 57193225685; 56819048600; 59918879800; 56177049600","Identification of mental types of the Kazakh culture in the context of Euroasian civilizations","2016","Man in India","96","12","","5585","5595","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011850875&partnerID=40&md5=34d02cfc92b570ac3e0b63ec71defa1b","T.K. Zhurgenov Kazakh National Academy of Arts, Almaty, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan; Al Farabi Kazakh National University, Almaty, Kazakhstan","Nussipzhanova, Bibigul N., T.K. Zhurgenov Kazakh National Academy of Arts, Almaty, Kazakhstan; Aldabergenova, Gauhar, T.K. Zhurgenov Kazakh National Academy of Arts, Almaty, Kazakhstan; Alimzhanova, Aliya Sh, T.K. Zhurgenov Kazakh National Academy of Arts, Almaty, Kazakhstan; Tolen, Zhengisbek, SDU University, Kaskelen, Almaty, Kazakhstan; Gabitov, T. K., Al Farabi Kazakh National University, Almaty, Kazakhstan","The article is devoted to the place and role of Kazakh culture in the Eurasian civilizational area. The selection of the models of socio-cultural development of the Republic of Kazakhstan in the context of globalization and localization is considered. Identification of the Kazakh culture is carried out in the context of its interactions with Nomadic, Muslim, Russian, Central Asian and East Asian civilizations. The role of cultural factors in the development of post-Soviet Central Asian new states is analyzed. Globalization gives rise both to the process of unification and the process of diversification. At the same time it contributes to the cultural standardization (McDonaldization) and an increase in the cultural diversity. Global cultural market needs cultural differences, which has always been a headache for nations-states. © Serials Publications.","Civilization; Identification; Mentality; National character; National psychology; Nomadism; Traditions and innovations","","","","","","","","","Article","Final","","Scopus","2-s2.0-85011850875"
"Kurmanali, A.K.; Sametova, F.; Auelbekova, S.","Kurmanali, Altynshash (57193170427); Sametova, Fauzia (59805472900); Auelbekova, Shynar (57193171566)","57193170427; 59805472900; 57193171566","Linguacultural features of the concept of ""Time"" in the Kazakh, Russian and Turkish proverbs and idioms","2016","Journal of Language and Literature","7","4","","291","296","2","10.7813/jll.2016/7-2/47","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011385395&doi=10.7813%2Fjll.2016%2F7-2%2F47&partnerID=40&md5=397f743473c2c0f7ed44e81a52fd70ea","SDU University, Kaskelen, Almaty, Kazakhstan; ""Q"" University, Almaty, Kazakhstan","Kurmanali, Altynshash, SDU University, Kaskelen, Almaty, Kazakhstan; Sametova, Fauzia, ""Q"" University, Almaty, Kazakhstan; Auelbekova, Shynar, SDU University, Kaskelen, Almaty, Kazakhstan","The paper focuses on the representation of the concept ""Time"" in the Kazakh, Russian and Turkish proverbs and sayings. The main purpose of the study is to analyze the concept of ""Time"" in Kazakh, Russian and Turkish languages, to identify the content of this concept on the basis of Kazakh, Russian and Turkish proverbs and idioms, and to reveal national and cultural characteristics of Kazakh, Russian and Turkish languages related to time perception. In accordance with the purpose of our research, we have used the qualitative research methods such as comparative analysis and componential analysis as a tool to investigate common characteristics and distinctive features of time perception. All examples were chosen on the basis of continuous sampling, and 102 corresponding idioms and proverbs in Kazakh, Russian and Turkish were used as a material for our analysis. The comparative study of the concept of ""Time"" in Kazakh, Russian and Turkish pictures of the world as reflected in language shows that despite the cultural originality there are a lot of similarities in the attitudes of these ethnic groups towards time. The findings of the research can be used in the elective courses like cultural linguistics, ethnolinguistics and comparative phraseology and will serve as a material for compiling dictionaries of idioms and proverbs in lexicography.","Concept of time; Idioms; Kazakh; Linguacultural features; Proverbs; Russian; Turkish","","","","","","","","","Article","Final","","Scopus","2-s2.0-85011385395"
"Kuderinova, K.; Akhmetzhanova, Z.K.; Fazylzhanova, A.; Duisebekova, Z.; Ibraemova, J.","Kuderinova, Kuralay (57193153501); Akhmetzhanova, Zauresh K. (58795583900); Fazylzhanova, Anar M. (57193153371); Duisebekova, Zhainagul (57193160233); Ibraemova, Jansaya (57193153954)","57193153501; 58795583900; 57193153371; 57193160233; 57193153954","The theory of phoneme in Kazakh linguistics","2016","Journal of Language and Literature","7","4","","285","290","2","10.7813/jll.2016/7-2/46","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011310847&doi=10.7813%2Fjll.2016%2F7-2%2F46&partnerID=40&md5=e8759ddb1cf2f4eca948490d201a5da0","SDU University, Kaskelen, Almaty, Kazakhstan","Kuderinova, Kuralay, SDU University, Kaskelen, Almaty, Kazakhstan; Akhmetzhanova, Zauresh K., SDU University, Kaskelen, Almaty, Kazakhstan; Fazylzhanova, Anar M., SDU University, Kaskelen, Almaty, Kazakhstan; Duisebekova, Zhainagul, SDU University, Kaskelen, Almaty, Kazakhstan; Ibraemova, Jansaya, SDU University, Kaskelen, Almaty, Kazakhstan","The study aims to describe the phoneme in Kazakh phonology, phonemic sound stock, the variants and variations of phonemes, the stress and the law of synharmonism in Kazakh language. As far as in the phonetics of modern Kazakh language there are many mistakes in distinguishing letters and sounds also phonemes and the sounds. The other goal of this study is to display the role of the stress and the law of synharmonism in Kazakh language.","Grapheme and hyperphoneme; Phoneme; Sound stock; The theory of writings; The variants and variations of phonemes","","","","","","","","","Article","Final","","Scopus","2-s2.0-85011310847"
"Narzikul, M.; Ozyashar, Y.","Narzikul, Misbohiddin (57192976761); Ozyashar, Yucel (57192991842)","57192976761; 57192991842","Recognition of jalal ad-din rumi in the position of ""wali"" the saint (On the example of the ""walad-nama"" of sultan walad)","2016","Journal of Language and Literature","7","4","","231","238","0","10.7813/jll.2016/7-4/39","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009754102&doi=10.7813%2Fjll.2016%2F7-4%2F39&partnerID=40&md5=cb981a8700027aa40ac801501f7660d1","Tajik State National University, Dushanbe, Tajikistan; SDU University, Kaskelen, Almaty, Kazakhstan","Narzikul, Misbohiddin, Tajik State National University, Dushanbe, Tajikistan; Ozyashar, Yucel, SDU University, Kaskelen, Almaty, Kazakhstan","This paper deals with issues regarding the position of saint, which is mentioned by Sultan Walad in ""Walad-nama"" and the spiritual world of Jalal Ad-Din Rumi. The reality of saints' existence; recognition of the signs of sainthood; the number of saints and the saint's status; the relations between prophets and saints, similarities and differences between prophets and saints; and their periods of recognition have been paid attention. It is known from the above-mentioned statements in Sultan Walad's ""Walad-nama"" that the poet recognized Mawlana Jalal ad-Din Muhammad Balkhi as having saintly status. In comparing arguments regarding the saints and their spiritual world, Walad thinks that the recognition and presentation of Mawlana Jalal ad-Din as well-known saint is an absolutely correct idea.","Mawlana Jalal Ad-Din Rumi; Miracle; Poetic themes (motives); Saint; Sufism (mysticism); Sultan Walad; Walad-nama","","","","","","","","","Article","Final","","Scopus","2-s2.0-85009754102"
"Samet, O.; Frolov, A.A.; Satershinov, B.","Samet, Okan (57192099626); Frolov, Albert Aleksandrovich (57192093202); Satershinov, Bakhitzhan Menlibekovich (56705597100)","57192099626; 57192093202; 56705597100","Religion as a conduit to dialogue - The cases of U. Habermas, K. Armstrong and F. Gulen","2016","Man in India","96","10","","3981","3996","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997497837&partnerID=40&md5=2b8b02388c49e77f13c202000cc95dee","Al Farabi Kazakh National University, Almaty, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan; Institute for Philosophy, Institute of Philosophy, Political Science and Religious Studies, Almaty, Kazakhstan","Samet, Okan, Al Farabi Kazakh National University, Almaty, Kazakhstan; Frolov, Albert Aleksandrovich, SDU University, Kaskelen, Almaty, Kazakhstan; Satershinov, Bakhitzhan Menlibekovich, Institute for Philosophy, Institute of Philosophy, Political Science and Religious Studies, Almaty, Kazakhstan","Today many ideas that informed the development of all the European thought during the time of Renaissance came under the scorching fire of Post-Modern critique. One of these ideas is the idea of the Perpetual World Peace. One of the last Enlightenment ideas to linger in the mind of modern thinkers is that of dialogue as interaction instituted on the basis of well-respected humanness of its parties. Here the importance of religion transpires, for it was religious understanding of generosity and mercifulness that formed a good deal of the Enlightenment discourse on the fundamental unity and loftiness of humanity. In Islam, these ideas are considered to form the very bedrock of morality. Also, the very cornerstone of any religion is compassion. Thus, ways for intercultural dialog become wide open for all of humanity, with not only secular scientists, but also religious activists becoming a sensible driving force behind it. © Serials Publications.","""Logos""; ""Mythos""; Compassion; Dialogue; Intellect; Interaction; Intuition; Manifestation; Modernity","","","","","","","","","Article","Final","","Scopus","2-s2.0-84997497837"
"Mirzoyeva, L.Y.; Golovchun, A.","Mirzoyeva, Leila Yu (57103759100); Golovchun, Aleftina A. (57197809876)","57103759100; 57197809876","Cognitive procedures as an instrument of translation process analysis","2016","XLinguae","9","4","","9","24","2","10.18355/XL.2016.09.04.9-24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992741046&doi=10.18355%2FXL.2016.09.04.9-24&partnerID=40&md5=8ea577ff318acf475364a3ff69758998","Department of Social and Humanitarian Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Methodology of Foreign Language Education Department, Kazakh Ablai khan University of International Relations and World languages, Almaty, Kazakhstan","Mirzoyeva, Leila Yu, Department of Social and Humanitarian Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Golovchun, Aleftina A., Methodology of Foreign Language Education Department, Kazakh Ablai khan University of International Relations and World languages, Almaty, Kazakhstan","The article dwells upon the problems of implementation of new research paradigm in translation studies. The interdisciplinary approach related to both translation process and cognitive procedures, is represented in the given paper thereby emphasizing the need of experimental study on the basis of cognitive theories. The experiment conducted by the authors was based on the recipients’ (consultants’) reactions while rendering texts related to different genres. © 2016, Slovenska Vzdelavacia Obstaravacia. All rights reserved.","Cognitive procedures; Concept; Consultant; Sample translation; Translation case","","","","","","","","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84992741046"
"Tulibayeva, Z.M.","Tulibayeva, Zhuldyz Musaevna (56015668000)","56015668000","The Qazaqs and the Central Asian Principalities in the 18th and the First Half of the 19th Centuries","2016","Oriente Moderno","96","1","","25","45","1","10.1163/22138617-12340093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984706690&doi=10.1163%2F22138617-12340093&partnerID=40&md5=da0c033c5831962633382b804ebc689c","SDU University, Kaskelen, Almaty, Kazakhstan","Tulibayeva, Zhuldyz Musaevna, SDU University, Kaskelen, Almaty, Kazakhstan","The purpose of the article is the introduction and critical study of new materials about Qazaq political and commercial relations with the Central Asian khanates. This article is primarily based on the Bukharan narrative sources as well as archival documents in the Turkic and Russian languages from the Central State Archives of Kazakhstan (Almaty), which contain material not yet analyzed from our perspective. These primary sources contain the most important and comprehensive information on the various aspects of the history of the Qazaqs and their relations with the Central Asian principalities in the 18th and the first half of the 19th centuries. Relations between Qazaq khans and other Central Asian khanates took various forms. The periods of military conflict between Qazaq Jüzes and Central Asian khanates and mutual attacks alternated with periods of peaceful neighbourly relations. Some Qazaq khans and sultans found in the Central Asian khanates a refuge from their pursuers; others maintained vassal relations with the Central Asian states. © 2016 Koninklijke Brill NV, Leiden, The Netherlands.","Bukharan Sources; Central Asian Principalities; Diplomacy; Qazaq khans; Relationships; Trade","","","","","","","","","Review","Final","","Scopus","2-s2.0-84984706690"
"Kodaman, T.; Birsel, H.","Kodaman, Timuçin (57189273462); Birsel, Haktan (57189271811)","57189273462; 57189271811","A Geopolitical eurasian swamp between Turkey and Central Asia: Iran","2015","Turkish Foreign Policy in the New Millennium","","","","181","206","0","10.3726/978-3-653-05496-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84967369291&doi=10.3726%2F978-3-653-05496-5&partnerID=40&md5=d4148ed1ff57480699bcb6d5243830a6","Department of International Economic Relations, SDU University, Kaskelen, Almaty, Kazakhstan; İzmir Kâtip Çelebi Üniversitesi, Izmir, Turkey","Kodaman, Timuçin, Department of International Economic Relations, SDU University, Kaskelen, Almaty, Kazakhstan; Birsel, Haktan, İzmir Kâtip Çelebi Üniversitesi, Izmir, Turkey","Steering strategies by conceptualism of geopolitical and continental forces started in the 19th century. ""Heartland Theory"" developed by Mackinder accepted as father of geopolitics, has affected many strategic structures that shaped this theory as a starting point in both the 19th century and the following era. In a conceptual frame, geopolitics have become a critical social and human science by containing physical, humanist, political, and economic concepts, thus progressing itself in the positions of a central force. Today, Iran is in a position that has a negative impact on Turkey and the Central Asian Turkic states from the perspective of geographical, political, and economic scope. From the geographic position point of view, as the first pillar of geopolitics, Iran is located in a position that separates Central Asia and Turkey. The control over the Middle East oil is sustained by the sovereignty over the Persian Gulf and by the border shared with the Caspian energy basin. This provides a geopolitical and economical advantage to Iran. From the population demographics point of view, a large Turkish group, various regime supporters, and a condense Shia population forms a heterogeneous community. This is weak spot of Iran. Ultimately, understanding geopolitical position of Iran holds a very crucial particularity from the perspective of both Turkey and Central Asian Turkic states. © Peter Lang GmbH Internationaler Verlag der Wissenschaften Frankfurt am Main 2015. All rights reserved.","Central asia; Demography; Geopolitics; Iran; Turkey","","","","","","","","","Book chapter","Final","","Scopus","2-s2.0-84967369291"
"Kiriş, H.M.; Yatagan, Y.K.","Kiriş, Hakan Mehmet (55447212700); Yatagan, Yasemen Kiris (57189275940)","55447212700; 57189275940","Internal dynamics of the Turkish foreign policy in the 2000s","2015","Turkish Foreign Policy in the New Millennium","","","","29","38","0","10.3726/978-3-653-05496-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84967355657&doi=10.3726%2F978-3-653-05496-5&partnerID=40&md5=4c4a19980d3a631db7ad883cf708e0d3","Department of Political Sciences and Public Administration, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Social Sciences, SDU University, Kaskelen, Almaty, Kazakhstan","Kiriş, Hakan Mehmet, Department of Political Sciences and Public Administration, SDU University, Kaskelen, Almaty, Kazakhstan; Yatagan, Yasemen Kiris, Department of Social Sciences, SDU University, Kaskelen, Almaty, Kazakhstan","The foreign policy of a country is established on some internal and external dynamics. Classical Turkish Foreign Policy began to be formed just after the political splits in the beginning of 20th century in Turkey. New foreign policy of post 2002, however, has aimed to increase the impact degree especially in the regional level compared to its past. The domestic policy conjuncture of the country has a great vital effect on the formation of this new foreign policy, which is a subject to be discussed with advantages as well as disadvantages. © Peter Lang GmbH Internationaler Verlag der Wissenschaften Frankfurt am Main 2015. All rights reserved.","AKP; Internal dynamics; Turkish foreign policy","","","","","","","","","Book chapter","Final","","Scopus","2-s2.0-84967355657"
"Yilmaz, Y.; Yakup, D.; Selim, G.; Aybarsha, I.","Yilmaz, Satilmis (56517015300); Yakup, Doganay (57209151896); Selim, Guvercin (57209148958); Aybarsha, Islam (57209151624)","56517015300; 57209151896; 57209148958; 57209151624","Teaching concepts of natural sciences to foreigners through content-based instruction: The adjunct model","2015","English Language Teaching","8","3","","97","103","2","10.5539/elt.v8n3p97","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922811572&doi=10.5539%2Felt.v8n3p97&partnerID=40&md5=4346c62b6899034bc2beaae570832d6f","SDU University, Kaskelen, Almaty, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan; Abylaikhan University, Almaty, Kazakhstan","Yilmaz, Satilmis, SDU University, Kaskelen, Almaty, Kazakhstan; Yakup, Doganay, SDU University, Kaskelen, Almaty, Kazakhstan; Selim, Guvercin, SDU University, Kaskelen, Almaty, Kazakhstan; Aybarsha, Islam, Abylaikhan University, Almaty, Kazakhstan","This study investigates three models of content-based instruction in teaching concepts and terms of natural sciences in order to increase the efficiency of teaching these kinds of concepts in realization and to prove that the content-based instruction is a teaching strategy that helps students understand concepts of natural sciences. Content-based education is considered effective not only in acquiring the skills of language, but also grasping and mastering the content knowledge of academic subjects that are required for students’ achievements in learning the terms related to natural sciences. In analysis of three models of content-based instruction, the Adjunct Model was explained and mentioned to be quite reliable for the teaching content of any subject along with foreign language methods and techniques. It has been proved to be convenient for both content and language teaching through pedagogical experiment. Participants were undergraduate students from the Engineering and Natural Sciences Faculty of a university at intermediate level. The achievement test was applied to 48 students who were English and Turkish speaking students as foreign languages. Two working groups as experimental and control were formed by language teachers. The collected data was analyzed. The results, mentioned in experiment part, and conclusion show that concepts or terms of natural sciences could be taught efficiently through content-based teaching in schools and universities. © 2015 Canadian Center of Science and Education. All rights reserved.","Content based instruction; Second foreign language teaching; Teaching concepts of natural sciences and adjunct model","","","","","","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84922811572"
"Nassimov, M.O.; Tolen, Z.M.; Ibadullayeva, S.Z.; Paridinova, B.Z.; Ustagaliyev, Y.O.","Nassimov, Murat Orlenbaevich (55801705900); Tolen, Zhengisbek Muratbekuly (56819076000); Ibadullayeva, Saltanat (58988960300); Paridinova, Botagoz Zhapparovna (55801631500); Ustagaliyev, Yernar Opagaliyevich (56819012700)","55801705900; 56819076000; 58988960300; 55801631500; 56819012700","Discourse as the form of political sciences (on the example of the Republic of Kazakhstan)","2015","Mediterranean Journal of Social Sciences","6","5S1","","399","402","0","10.5901/mjss.2015.v6n5s1p399","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940887976&doi=10.5901%2Fmjss.2015.v6n5s1p399&partnerID=40&md5=878c0fdd2ac77a21ad4ec99086bcfe1a","Bolashak University, Kyzylorda, Kyzylorda region, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan; Korkyt Ata Kyzylorda State University, Kyzylorda, Kyzylorda, Kazakhstan","Nassimov, Murat Orlenbaevich, Bolashak University, Kyzylorda, Kyzylorda region, Kazakhstan; Tolen, Zhengisbek Muratbekuly, SDU University, Kaskelen, Almaty, Kazakhstan; Ibadullayeva, Saltanat, Korkyt Ata Kyzylorda State University, Kyzylorda, Kyzylorda, Kazakhstan; Paridinova, Botagoz Zhapparovna, Bolashak University, Kyzylorda, Kyzylorda region, Kazakhstan; Ustagaliyev, Yernar Opagaliyevich, SDU University, Kaskelen, Almaty, Kazakhstan","To research political discourse is the main problem of political science, including political linguistics. This concept is characterized between subjects, also specialists, who are engaged in the theory of sociology, social psychology; culture studies and mass communication are interested in it. So, we can research the political texts by the means of the present-day form of research, and thoroughly figure out public consciousness and socio-political questions. Discourse is considered as the form of political sciences in this article in the example of Sciences of the Republic of Kazakhstan. © 2015 Mediterranean Center of Social and Educational Research. All rights reserved.","Discourse; Political communication; Political linguistics; Political philology","","","","","","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84940887976"
"Mynbayeva, A.P.; Shahanova, R.A.; Zhanaikhan, B.","Mynbayeva, Akbilek P. (56674759700); Shahanova, R. A. (56712859000); Zhanaikhan, B. (56713010000)","56674759700; 56712859000; 56713010000","Methods of forming lingua-cultural competence in postgraduate education system","2015","Mediterranean Journal of Social Sciences","6","4S1","","172","175","1","10.5901/mjss.2015.v6n4s1p172","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936157075&doi=10.5901%2Fmjss.2015.v6n4s1p172&partnerID=40&md5=607d765b3c175c8ff577f893a60d8c2a","Abai Kazakh National Pedagogical University, Almaty, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan","Mynbayeva, Akbilek P., Abai Kazakh National Pedagogical University, Almaty, Kazakhstan; Shahanova, R. A., Abai Kazakh National Pedagogical University, Almaty, Kazakhstan; Zhanaikhan, B., SDU University, Kaskelen, Almaty, Kazakhstan","We should pay special attention to the fact that the word “competence” is a derivative from the word “competency”. In the scientific glossary of terms of the Kazakh language it’s written: “competence, in general, is an ability to complete the task or to do something.” From Latin, “competence” means skilled, capable, experienced. And we are considering the “lingua-cultural competence”, individual’s ability to gain knowledge and skills, and develop cultural speaking through text and through logical thinking by operating with the signals that came to the brain cortex on time. Text became the subject of research in linguistics in late XX century. Study the text’s distinctive nature is important not only for linguistics, but also for the process of teaching language and for pedagogical basis. However our aim is not creating a text but to distinguish individual’s peculiarities through it. Methodological direction, on the one hand, is to show text’s function in teaching small units of language, and on the other hand, teach text’s distinctive nature in connection. Language given to man common, we do not choose your language and get the language out there, where they were born, where we grow and discover the world. Language covers the picture of development of the world, he absorbs knowledge about the world, which accumulates as much as living language and speaks it people. Language is passed from generation to generation, and with it - the spiritual and the practical experience of the people. It is no accident that the great Wilhelm von Humboldt wrote: ""It is clear what a single force is negligible before the mighty power of language..."". © 2015, Mediterranean Center of Social and Educational Research. All rights reserved.","Competence; Culture; Language; Master’s degree; Text","","","","","","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84936157075"
