Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO.1,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign.1,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,Unnamed: 78
J,"Wellten, Johan; Angelis, Jannis; da Silva, Elias Ribeiro",,,,"Ribeiro da Silva, Elias/B-4469-2017; Angelis, Jannis/KUC-9374-2024","Ribeiro da Silva, Elias/0000-0002-6608-0993;",,,,,Enabling a viable circular ecosystem for electric vehicle batteries,,,,,,,,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,,,,210.0,,,,,,123876,,,10.1016/j.techfore.2024.123876,,,,,NOV 2024,,Article,JAN 2025,2025,"Greater use and reuse of electric vehicle batteries is needed for the ongoing electrification of the transport sector towards a net-zero and carbon-low economy. Such battery second-life uses and later recycling requires an ecosystem with actors having reliable battery tracking and equitably sharing usage information. However, existing studies do not prescribe viable solutions to such circular ecosystems. Therefore, this study explores the electric vehicle battery ecosystem's structures, actors, and processes that may enable battery circularity. The study was conducted on one global electric vehicle battery supply chain in the heavy-duty and commercial vehicle sector. It covers all phases of the battery journey. Primary data was collected through interviews and observations, and supported by secondary documentary data. For contribution, while the existing literature on battery circularity largely focuses on technology choices for information transparency, sharing and tracking, our study develops a value model that identifies key considerations for creating a viable electric vehicle battery ecosystem and the challenges that participating actors need to resolve. Practically, the findings demonstrate the importance of actors being adaptive in all parts of EVB circularity development, and it highlights the critical role the OEM has to ensure that equitable value sharing occurs among the various partners.",,,,,,,,,12,0,0,0,0,0,14,7,28,0040-1625,1873-5509,,,,,,,,,,,,,,2024-11-26,WOS:001359443500001,,
J,"Alseitova, Akerke; Oliveira, Wilk; Li, Zhaoxing; Hamari, Juho",,,,"Li, Zhaoxing/ABB-3641-2022; Hamari, Juho/E-4989-2016; Oliveira dos Santos, Wilk/ABB-1063-2021; Alseitova, Akerke/JNS-8374-2023","Li, Zhaoxing/0000-0003-3560-3461; Oliveira dos Santos, Wilk/0000-0003-3928-6520; Alseitova, Akerke/0000-0001-5132-1662",,,,,Understanding Students' Behavior in Learning Management Systems Through Their Personality Traits,,,,,,,,TECHNOLOGY KNOWLEDGE AND LEARNING,,,,,,,,,,,,,10.1007/s10758-025-09931-w,,,,,DEC 2025,,Article; Early Access,,2025,"Personalizing educational experiences based on user behavior is a complex challenge, particularly given that learners' diverse backgrounds, learning experiences, and cognitive styles significantly influence their learning outcomes. Despite recent advancements, the relationship between students' personality traits and their behavior within learning environments remains insufficiently understood. To address this gap, we conducted a 15-week longitudinal study with 95 undergraduate Computer Science students, examining how engagement metrics and communication frequency within a learning management system relate to their Myers-Briggs Type Indicator dimensions i.e., extroversion/introversion, sensing/intuition, thinking/feeling, and judging/perceiving. Our findings indicate that (i) extroverted students demonstrated consistently higher engagement over multiple weeks; (ii) students with judging traits negatively related to the total activities performed and (iii) students with thinking traits are positively associated with overall activity levels.",,,,,,,,,0,0,0,0,0,0,0,1,1,2211-1662,2211-1670,,,,,,,,,,,,,,2025-12-10,WOS:001631432900001,,
J,"Algarni, Abdulmohsen; Ahmad, Zulfiqar; Alaa Ala'Anzy, Mohammed",,,,"Al-hadeethi, Mohammed Alaa Fadhil/AAV-9094-2020; Ahmad, Zulfiqar/HNO-9880-2023; Algarni, Abdulmohsen/HRA-7138-2023; Ala'anzy, Mohammed/AAV-9094-2020","Al-hadeethi, Mohammed Alaa Fadhil/0000-0002-0005-7037; Ahmad, Zulfiqar/0000-0002-6278-9516; Algarni, Abdulmohsen/0000-0002-7556-958X;",,,,,An Edge Computing-Based and Threat Behavior-Aware Smart Prioritization Framework for Cybersecurity Intrusion Detection and Prevention of IEDs in Smart Grids With Integration of Modified LGBM and One Class-SVM Models,,,,,,,,IEEE ACCESS,,,,12.0,,,,104948,104963,,,,10.1109/ACCESS.2024.3435564,,,,,,,Article,2024,2024,"The smart grid environment, which emphasizes sustainability, dependability, and efficiency through smart components such as Intelligent Electronic Devices (IEDs), communication networks, and control systems, marks a revolutionary change in the way traditional power distribution is carried out. As smart grids grow and are integrated into energy distribution networks, these systems become more vulnerable to cybersecurity threats due to their increased connectivity, usage of IEDs, and reliance on digital communication channels. This study presents an edge computing-based, threat behavior-aware smart prioritization framework with binary and multidimensional classification and detection of cybersecurity intrusions through modified machine learning methods. The proposed framework has the potential to improve smart grid cybersecurity by offering a comprehensive defense against intrusion threats. The proposed framework enhances smart grid cybersecurity by utilizing a multi-criteria approach. It implements edge-computing technology for data storage and processing in smart grids. It applies machine-learning models for cybersecurity intrusion detection in IEDs and provides prevention by assigning priorities to the threats based on their behavior. In order to show the effectiveness of the proposed framework, we modified and implemented two machine-learning models, i.e., LGBM and One Class-SVM, as proposed models in the framework. For multidimensional classification and detection of cybersecurity intrusions in IEDs of smart grids, we used LGBM. Whereas, for binary classification and detection of cybersecurity intrusions, we used One Class-SVM. We simulated the detection and classification of cybersecurity intrusions in IEDs using a power system intrusion dataset. The results show that the LGBM model provides an accuracy of 93%, precision of 94%, recall of 93%, and F1 score of 93% in the detection and classification of cybersecurity intrusions in IEDs of smart grids. The implementation of One Class-SVM with binary classification yields an accuracy of 85%, precision of 89%, recall of 85%, and F1 score of 86%. We implemented the benchmark machine-learning models, i.e., Gradient Boosting Machine and Support Vector Machine, for performance comparison with the proposed modified machine-learning models. The performance comparison shows that the modified machine learning models implemented in the proposed framework outperformed the benchmark machine-learning models.INDEX TERMS Smart grids, cyberattack detection and prevention, IEDs, LGBM, One Class-SVM, intrusions.",,,,,,,,,11,0,0,0,1,0,11,7,15,2169-3536,,,,,,,,,,,,,,,2024-08-13,WOS:001286646700001,,
J,"Mamatnabiyev, Zhumaniyaz; Chronis, Christos; Varlamis, Iraklis; Himeur, Yassine; Zhaparov, Meirambek",,,,"Zhaparov, Meirambek/B-4482-2016; Himeur, Yassine/AAK-7814-2021; Varlamis, Iraklis/Q-9191-2018; Mamatnabiyev, Zhumaniyaz/LMQ-3462-2024","Zhaparov, Meirambek/0000-0002-2286-792X; Himeur, Yassine/0000-0001-8904-5587; Varlamis, Iraklis/0000-0002-0876-8167; Chronis, Christos/0000-0002-2768-7119; Mamatnabiyev, Zhumaniyaz/0000-0003-2157-2836",,,,,A Holistic Approach to Use Educational Robots for Supporting Computer Science Courses,,,,,,,,COMPUTERS,,,,13.0,4,,,,,102,,,10.3390/computers13040102,,,,,,,Article,APR 2024,2024,"Robots are intelligent machines that are capable of autonomously performing intricate sequences of actions, with their functionality being primarily driven by computer programs and machine learning models. Educational robots are specifically designed and used for teaching and learning purposes and attain the interest of learners in gaining knowledge about science, technology, engineering, arts, and mathematics. Educational robots are widely applied in different fields of primary and secondary education, but their usage in teaching higher education subjects is limited. Even when educational robots are used in tertiary education, the use is sporadic, targets specific courses or subjects, and employs robots with narrow applicability. In this work, we propose a holistic approach to the use of educational robots in tertiary education. We demonstrate how an open source educational robot can be used by colleges, and universities in teaching multiple courses of a computer science curriculum, fostering computational and creative thinking in practice. We rely on an open-source and open design educational robot, called FOSSBot, which contains various IoT technologies for measuring data, processing it, and interacting with the physical world. Grace to its open nature, FOSSBot can be used in preparing the content and supporting learning activities for different subjects such as electronics, computer networks, artificial intelligence, computer vision, etc. To support our claim, we describe a computer science curriculum containing a wide range of computer science courses and explain how each course can be supported by providing indicative activities. The proposed one-year curriculum can be delivered at the postgraduate level, allowing computer science graduates to delve deep into Computer Science subjects. After examining related works that propose the use of robots in academic curricula we detect the gap that still exists for a curriculum that is linked to an educational robot and we present in detail each proposed course, the software libraries that can be employed for each course and the possible extensions to the open robot that will allow to further extend the curriculum with more topics or enhance it with activities. With our work, we show that by incorporating educational robots in higher education we can address this gap and provide a new ledger for boosting tertiary education.",,,,,,,,,8,0,0,0,0,0,9,10,30,2073-431X,,,,,,,,,,,,,,,2024-05-10,WOS:001210673500001,,
J,"Algarni, Abdulmohsen; Shah, Iqrar; Jehangiri, Ali Imran; Ala'Anzy, Mohammed Alaa; Ahmad, Zulfiqar",,,,"Ahmad, Zulfiqar/HNO-9880-2023; Al-hadeethi, Mohammed Alaa Fadhil/AAV-9094-2020; Algarni, Abdulmohsen/HRA-7138-2023; Ala'anzy, Mohammed/AAV-9094-2020","Ahmad, Zulfiqar/0000-0002-6278-9516; Jehangiri, Ali Imran/0000-0001-5920-433X; Al-hadeethi, Mohammed Alaa Fadhil/0000-0002-0005-7037; Algarni, Abdulmohsen/0000-0002-7556-958X;",,,,,Predictive Energy Management for Docker Containers in Cloud Computing: A Time Series Analysis Approach,,,,,,,,IEEE ACCESS,,,,12.0,,,,52524,52538,,,,10.1109/ACCESS.2024.3387436,,,,,,,Article,2024,2024,"Cloud computing infrastructure is designed to deploy and assess service-oriented applications, primarily via cloud datacenters. These datacenters are integral to energy utilization in cloud environments, with energy consumption closely tied to resource utilization. It is important to monitor and predict power consumption in these datacenters, especially for high-demand services. Container-based virtualization, particularly using Docker containers, has gained significant attention due to its lightweight nature. However, predicting energy usage at a fine-grained level for container-based applications is a challenging task. In this study, we employ three time series analysis algorithms-AR, ARIMA, and ETS-to predict the energy usage of Docker containers over the next hour. Utilizing collected time-series power consumption data, our study contributes to enhancing power predictions for Docker containers within cloud infrastructures. Our prediction results focus on four Docker containers, each running multiple applications as Docker subprocesses. Power data for individual applications was aggregated to determine total container power consumption. Comparing the performance of ARIMA, ETS, and AR algorithms in predicting Docker container instance power, we found varying outcomes across containers. Through assessing MAPE across different time series model window lengths, we identified superior performance among the models. Specifically, ETS consistently demonstrated the lowest MAPE values for containers like 'polinx-container' and 'alpines-container', indicating higher prediction accuracy compared to ARIMA and AR models. The ARIMA model outperformed the ETS and AR models for the 'progrium container'. These findings underscore the necessity of selecting appropriate time series models tailored to specific Docker container configurations and workload scenarios for precise energy consumption forecasts.",,,,,,,,,6,0,0,0,0,0,8,0,17,2169-3536,,,,,,,,,,,,,,,2024-04-24,WOS:001204919500001,,
J,"Zhumabay, Nurman; Yelemessova, Zhaudir; Balta, Nuri; Abylkassymova, Alma; Bakytkazy, Tannur; Marynowski, Richelle",,,,"Abylkassymova, Alma/AAY-7308-2020; BALTA, NURİ/AAD-6854-2021","Bakytkazy, Tannur/0009-0001-8606-2194; Zhumabay, Nurman/0009-0008-7100-008X",,,,,Designing effective STEM courses: a mixed-methods study of the impact of a STEM education course on teachers' self-efficacy and course experiences,,,,,,,,FRONTIERS IN EDUCATION,,,,9.0,,,,,,1276828,,,10.3389/feduc.2024.1276828,,,,,,,Article,MAR 13 2024,2024,"Science, technology, engineering, and mathematics (STEM) fields play a critical role in the advancement of society and are expected to grow rapidly in the coming years. This study examines the development of a STEM education course and its impact on teachers' self-efficacy and course experiences. The study involves a mixed-methods approach, using survey and course assignment results gathered from 52 mathematics master's degree candidates who took an online STEM education course. Teachers' self-efficacy, STEM knowledge, reflections from reading materials, and lesson plans were quantitatively analyzed while content analyses was employed for the teachers' opinions on the role of each STEM subject and overall course evaluation. Results showed a significant increase in teachers' self-efficacy in teaching STEM subjects after completing the course. Additionally, teachers reported positive experiences related to course content, activities, and assignments. The study provides insights into the design and implementation of effective STEM courses and provides practical implications for designing operative STEM courses.",,,,,,,,,5,0,0,0,0,0,8,13,29,,2504-284X,,,,,,,,,,,,,,2024-03-30,WOS:001190881300001,,
J,"Aldazharova, Salima; Issayeva, Gulnara; Maxutov, Samat; Balta, Nuri",,,,"BALTA, NURI/AAD-6854-2021; Maxutov, Samat/L-7412-2017","BALTA, NURI/0000-0002-6364-5346; Maxutov, Samat/0000-0002-4453-5512; Aldazharova, Salima/0009-0004-6986-1885; Issayeva, Gulnara/0000-0002-4860-3797",,,,,"Assessing AI's problem solving in physics: Analyzing reasoning, false positives and negatives through the force concept inventory",,,,,,,,CONTEMPORARY EDUCATIONAL TECHNOLOGY,,,,16.0,4,,,,,ep538,,,10.30935/cedtech/15592,,,,,,,Article,OCT 2024,2024,"This study investigates the performance of GPT-4, an advanced AI model developed by OpenAI, on the force concept inventory (FCI) to evaluate its accuracy, reasoning patterns, and the occurrence of false positives and false negatives. GPT-4 was tasked with answering the FCI questions across multiple sessions. Key findings include GPT-4's proficiency in several FCI items, particularly those related to Newton's third law, achieving perfect scores on many items. However, it struggled significantly with questions involving the interpretation of figures and spatial reasoning, resulting in a higher occurrence of false negatives where the reasoning was correct, but the answers were incorrect. Additionally, GPT-4 displayed several conceptual errors, such as misunderstanding the effect of friction and retaining the outdated impetus theory of motion. The study's findings emphasize the importance of refining AI-driven tools to make them more effective in educational settings. Addressing both AI limitations and common misconceptions in physics can lead to improved educational outcomes.",,,,,,,,,4,0,0,0,0,0,7,7,22,,1309-517X,,,,,,,,,,,,,,2024-12-01,WOS:001363171300011,,
J,"Bolatova, Diana; Kadyrov, Shirali; Kashkynbayev, Ardak",,,,,,,,,,Mathematical modeling of infectious diseases and the impact of vaccination strategies.,,,,,,,,Mathematical biosciences and engineering : MBE,,,,21.0,9,,,7103,7123,,,,10.3934/mbe.2024314,,,,,,,Journal Article,2024-Sep-19,2024,"Mathematical modeling plays a crucial role in understanding and combating infectious diseases, offering predictive insights into disease spread and the impact of vaccination strategies. This paper explored the significance of mathematical modeling in epidemic control efforts, focusing on the interplay between vaccination strategies, disease transmission rates, and population immunity. To facilitate meaningful comparisons of vaccination strategies, we maintained a consistent framework by fixing the vaccination capacity to vary from 10 to 100% of the total population. As an example, at a 50% vaccination capacity, the pulse strategy averted approximately 45.61% of deaths, while continuous and hybrid strategies averted around 45.18 and 45.69%, respectively. Sensitivity analysis further indicated that continuous vaccination has a more direct impact on reducing the basic reproduction number $ R_0 $ compared to pulse vaccination. By analyzing key parameters such as $ R_0 $, pulse vaccination coefficients, and continuous vaccination parameters, the study underscores the value of mathematical modeling in shaping public health policies and guiding decision-making during disease outbreaks.",,,,,,,,,3,0,0,0,3,0,6,0,3,,1551-0018,,,,,,,,,,,,,,2024-11-02,MEDLINE:39483076,39483076.0,
J,"Ala'anzy, Mohammed Alaa; Zhanuzak, Raiymbek; Akhmedov, Ramis; Mohamed, Nader; Al-Jaroodi, Jameela",,,,"Al-Jaroodi, Jameela/AAY-6477-2020; Al-hadeethi, Mohammed Alaa Fadhil/AAV-9094-2020; Ala'anzy, Mohammed/AAV-9094-2020; Mohamed, Nur/AAM-8653-2021","Al-Jaroodi, Jameela/0000-0003-1376-0052; Al-hadeethi, Mohammed Alaa Fadhil/0000-0002-0005-7037; Zhanuzak, Raiymbek/0009-0001-6508-4781;",,,,,Dynamic Load Balancing for Enhanced Network Performance in IoT-Enabled Smart Healthcare With Fog Computing,,,,,,,,IEEE ACCESS,,,,12.0,,,,188957,188975,,,,10.1109/ACCESS.2024.3516362,,,,,,,Article,2024,2024,"The rapid expansion of Internet of Things (IoT) devices in healthcare has increased data volumes, creating challenges for the efficiency and latency of real-time monitoring systems. Traditional cloud computing often encounters high latency and network congestion, making it unsuitable for time-sensitive healthcare applications. Although fog computing introduces intermediary nodes to mitigate these issues, existing approaches frequently lack efficient workload distribution, leading to performance bottlenecks. To address these limitations, an Optimised Load Balancing (OLB) algorithm is proposed, to allocate workloads effectively across fog nodes and to reduce communication and computational delays. The system follows a three-tier architecture: 1) Sensor data collection, where patient-worn sensors transmit vital signs; 2) a Fog layer for real-time analysis near base stations; and 3) Cloud storage and user access via mobile devices. Simulations conducted using the iFogSim toolkit demonstrate that OLB achieves a 28% reduction in latency, a 15% improvement in network usage, a 20% reduction in execution time, a 25% decrease in energy consumption, and a 22% reduction in execution cost compared to existing methods, including the Load Balancing Scheme (LBS), Fog Node Placement Algorithm (FNPA), Load-Aware Balancing (LAB) scheme, and Mobile Edge Computing (MEC). By dynamically adjusting workload distribution based on real-time traffic and computational capacity, the proposed fog-based solution provides a responsive, energy-efficient, and cost-effective approach to healthcare data management, surpassing MEC and other state-of-the-art algorithms in adaptability and resource efficiency.",,,,,,,,,7,0,0,0,0,0,7,1,6,2169-3536,,,,,,,,,,,,,,,2024-12-25,WOS:001380685100036,,
J,"Zhanuzak, Raiymbek; Ala'Anzy, Mohammed Alaa; Othman, Mohamed; Algarni, Abdulmohsen",,,,"Ala'anzy, Mohammed/AAV-9094-2020; Algarni, Abdulmohsen/HRA-7138-2023; Al-hadeethi, Mohammed Alaa Fadhil/AAV-9094-2020","Zhanuzak, Raiymbek/0009-0001-6508-4781; Algarni, Abdulmohsen/0000-0002-7556-958X; Othman, Mohamed/0000-0002-5124-5759; Al-hadeethi, Mohammed Alaa Fadhil/0000-0002-0005-7037",,,,,Optimizing Cloud Computing Performance With an Enhanced Dynamic Load Balancing Algorithm for Superior Task Allocation,,,,,,,,IEEE ACCESS,,,,12.0,,,,183117,183132,,,,10.1109/ACCESS.2024.3508793,,,,,,,Article,2024,2024,"Cloud computing, particularly within the Infrastructure as a Service (IaaS) model, faces significant challenges in workload distribution due to limited resource availability and virtual machines (VMs). Efficient task allocation and load balancing are crucial to avoiding overloading or under-loading scenarios that can lead to execution delays or machine failures. This paper presents an Enhanced Dynamic Load Balancing (EDLB) algorithm designed to optimise task scheduling and resource allocation in cloud environments. Unlike benchmark algorithms that rely on static VM selection or post-hoc relocation of cloudlets, the EDLB algorithm dynamically identifies optimal cloudlet placement in real-time. Our approach proactively allocates cloudlets to VMs based on current system states and Service Level Agreement (SLA) deadlines, thereby preemptively addressing potential SLA violations. Additionally, if a VM cannot meet the deadline of the cloudlet, the algorithm redirects the cloudlet to a secondary data centre and reconfigures CPU resources among VMs to ensure optimal allocation. Evaluations using CloudSim simulations demonstrate that the EDLB algorithm achieves substantial average improvements over benchmark algorithm and the-state-of-the-art algorithm, including a 59.46% reduction in total makespan, a 12.70% reduction in average makespan, a 22.46% reduction in execution time, and a 3.10% increase in resource utilisation. Furthermore, the EDLB algorithm enhances load balancing by 46.46%. These results highlight the effectiveness of the EDLB algorithm in addressing critical load balancing issues and surpassing existing methods. This research contributes to the field by introducing a novel approach that significantly improves performance metrics and operational efficiency in cloud computing environments.",,,,,,,,,5,0,0,0,0,0,6,0,5,2169-3536,,,,,,,,,,,,,,,2024-12-18,WOS:001375797900005,,
J,"Mohamad, Khaled",,,,"Mohamad, Khaled/AAD-1245-2021","Mohamad, Khaled/0000-0002-5980-0147",,,,,Exploring the influence of optical and thermal parameters on the effectiveness of parabolic trough collector receiver units,,,,,,,,CLEAN ENERGY,,,,8.0,4,,,15,33,,,,10.1093/ce/zkae033,,,,,,,Article,JUL 2 2024,2024,"This study investigates the optimization of physical parameters in a parabolic trough collector receiver unit to improve its thermal and optical performance. The parameters include the transmissivity, reflectivity, absorptivity, emissivity and thermal conductivity of the outer cover and absorber pipe. This study utilizes a novel experimental design and a simulation model that accounts for the infrared reflectivity inside the receiver. The simulation results were validated by the experimental data, with a maximum deviation of 8%. The study analyses the effects of varying the physical parameters on the heat transfer fluid temperature, total plant efficiency, temperature profiles, temperature gradients and thermal stress. The study finds that increasing the reflectivity and decreasing the emissivity of the outer cover and the absorber pipe significantly enhance the performance, with maximum increases of 25.8% and 26.5% in total efficiency, respectively. The study also finds that increasing the thermal conductivity of the absorber pipe reduces the temperature gradients and thermal stress, with maximum decreases of 42.2% and 29%, respectively. This study provides valuable insights for optimizing the receiver design and operation in solar-thermal systems.The physical parameters of a parabolic trough collector receiver unit (transmissivity, reflectivity, absorptivity, emissivity and thermal conductivity) are optimized to improve thermal and optical performance. A novel experimental design is used and a simulation model accounts for the infrared reflectivity inside the receiver.Graphical Abstract",,,,,,,,,3,0,0,0,0,0,4,0,1,2515-4230,2515-396X,,,,,,,,,,,,,,2024-07-08,WOS:001259826600001,,
J,"Sagatbek, Amangul; Oni, Temitayo Kehinde; Miller, Emily Adah; Gabdullina, Gulmira; Balta, Nuri",,,,"BALTA, NURI/AAD-6854-2021; Adah, Emily/LJK-9228-2024","BALTA, NURI/0000-0002-6364-5346; Sagatbek, Amangul/0000-0001-5694-4375; Adah, Emily/0000-0003-3473-5729",,,,,Do High School Students Learn More or Shift Their Beliefs and Attitudes Toward Learning Physics with the Social Constructivism of Problem-Based Learning?,,,,,,,,EDUCATION SCIENCES,,,,14.0,12,,,,,1280,,,10.3390/educsci14121280,,,,,,,Article,DEC 2024,2024,"Rooted in social constructivist learning theory, problem-based learning (PBL) is a tool that deepens students' learning of complex subjects and improves students' attitudes and beliefs towards learning. Physics is a subject that students themselves view as challenging. When taking physics, students develop negative beliefs about their own learning of the subject. There is a call for more innovation in the subject area of physics. This study addresses the following: (1) What is the effect of PBL on the achievement of 10th-grade students in mechanics when compared to traditional instruction? (2) How do students' beliefs and attitudes towards physics change before and after the intervention, and how might these beliefs and attitudes relate to their competency outcomes? The sample of this study comprised 63 students in the 10th grade in a public (non-elite) school distributed across four classes, where the teacher used PBL with the experimental group and traditional teaching with the control group. The physics teacher who implemented PBL has 13 years of teaching experience. The two instruments used were the Force Concept Inventory and the Colorado Learning Attitudes About Science Survey. The result of this study revealed that, although students' knowledge of physics increased when their teachers adopted the PBL approach, there were no significant changes in their attitudes and beliefs towards learning physics. The implications suggest that there is potential for PBL to be taken up by high school science teachers to improve their students' physics knowledge, but may this not impact their attitudes and beliefs, which presents questions to investigate further.",,,,,,,,,3,0,0,0,0,0,4,12,20,,2227-7102,,,,,,,,,,,,,,2025-01-05,WOS:001386847000001,,
J,"Ruzhansky, Michael; Yessirkegenov, Nurgissa",,,,"Yessirkegenov, Nurgissa/AAZ-4775-2021; Ruzhansky, Michael/A-1903-2014","Yessirkegenov, Nurgissa/0000-0002-2985-2288;",,,,,Hypoelliptic functional inequalities,,,,,,,,MATHEMATISCHE ZEITSCHRIFT,,,,307.0,2,,,,,22,,,10.1007/s00209-024-03493-w,,,,,,,Article,JUN 2024,2024,"In this paper we derive a variety of functional inequalities for general homogeneous invariant hypoelliptic differential operators on nilpotent Lie groups. The obtained inequalities include Hardy, Sobolev, Rellich, Hardy-Littllewood-Sobolev, Gagliardo-Nirenberg, Caffarelli-Kohn-Nirenberg and Heisenberg-Pauli-Weyl type uncertainty inequalities. Some of these estimates have been known in the case of the sub-Laplacians, however, for more general hypoelliptic operators almost all of them appear to be new as no approaches for obtaining such estimates have been available. The approach developed in this paper relies on establishing integral versions of Hardy inequalities on homogeneous Lie groups, for which we also find necessary and sufficient conditions for the weights for such inequalities to be true. Consequently, we link such integral Hardy inequalities to different hypoelliptic inequalities by using the Riesz and Bessel kernels associated to the described hypoelliptic operators.",,,,,,,,,4,0,0,0,0,0,4,0,2,0025-5874,1432-1823,,,,,,,,,,,,,,2024-05-16,WOS:001211009600003,,
J,"Kadyrov, Shirali; Aitzhanov, Yerimbet; Shynarbek, Nurdaulet",,,,"Kadyrov, Shirali/C-9688-2018; Shynarbek, Nurdaulet/OTH-3690-2025; Aitzhanov, Yerimbet/PEU-8839-2025","Aitzhanov, Yerimbet/0000-0002-8553-2756; Shynarbek, Nurdaulet/0000-0001-6853-0858",,,,,Genetic Algorithm Approaches for Parameter Estimation and Global Stability in Fuzzy Epidemic Modeling,,,,,,,,FUZZY INFORMATION AND ENGINEERING,,,,16.0,2,,,144,154,,,,10.26599/FIE.2024.9270038,,,,,,,Article,JUN 2024,2024,"This paper explores the synergy between fuzzy set theory and genetic algorithms in the domain of epidemic modeling, shedding light on the broader challenges inherent in infectious diseases. In response to the evolving landscape of epidemiology, the study advocates for sophisticated modeling techniques to better understand and predict dynamic scenarios. The research thoroughly investigates the global stability of equilibrium solutions within a fuzzy epidemic model, accompanied by an inventive parameter estimation methodology. Utilizing Lyapunov functions, the paper establishes global stability outcomes for both disease-free and endemic equilibria. The novel approach, integrating continued fraction theory and a genetic algorithm, is applied to fit real-world epidemic data, offering insights crucial for public health planning and control measures. By addressing unexplored facets and bridging gaps in previous research, the paper contributes to a more comprehensive understanding of epidemic dynamics, providing a foundation for effective public health strategies in the face of infectious diseases.",,,,,,,,,3,0,0,0,0,0,3,1,5,1616-8658,1616-8666,,,,,,,,,,,,,,2024-08-16,WOS:001288999200003,,
J,"Tulepova, Saule; Bekturova, Madina; Gaipov, Davronzhon; Butt, Sophia",,,,"Tulepova, Saule/ACK-5752-2022; Bekturova, Madina/GZK-6930-2022","Tulepova, Saule/0000-0003-0809-469X; GAIPOV, DAVRONZHON/0000-0003-3012-8067; Bekturova, Madina/0000-0001-6748-9355",,,,,INVESTIGATING ENGLISH MEDIUM INSTRUCTION PROVISION IN A KAZAKHSTANI UNIVERSITY: THE IDEALS AND REALITIES OF EMI LEARNING,,,,,,,,JOURNAL OF TEACHING ENGLISH FOR SPECIFIC AND ACADEMIC PURPOSES,,,,12.0,2,,,433,444,,,,10.22190/JTESAP240428035T,,,,,,,Review,2024,2024,"As one of the many non-Anglophone countries where English is taught as a foreign language, Kazakhstan is actively involved in the processes aimed at internationalising higher education. One way to achieve this is by increasing the number of English-taught courses, i.e. introducing English Medium Instruction (EMI) for non-linguistic courses. However, there are concerns about how effectively this process is provided in practice and how students and teachers themselves perceive it. This research paper explores some aspects of EMI provision in one private Kazakhstani university, examining the alignment and differences between the theoretical ideals and practical realities of EMI. Specifically, it aims to examine the students' and teachers' perceptions of EMI provision in terms of reasons of EMI choice, English proficiency, translanguaging, and personal concerns. Through this investigation, the paper sheds light on the challenges and opportunities faced by both instructors and students in navigating EMI provision within the context of higher education in Kazakhstan. The online survey among 176 students and 31 teachers, analysed in a quantitative way, reveals some discrepancies between teachers' and students' ' perceptions regarding EMI reasons, language competence and translanguaging practices. This indicates the need for revising and clarifying existing institutional and national policies regarding EMI provision taking into consideration the voiced challenges on the part of the teachers and students.",,,,,,,,,3,0,0,0,0,0,3,1,5,2334-9182,2334-9212,,,,,,,,,,,,,,2024-11-02,WOS:001340001000014,,
J,"Dauletiyarova, A. B.; Verbovskiy, V. V.",,,,"; Verbovskiy, Viktor/D-6255-2013","Dauletiyarova, Aigerim/0000-0003-0051-870X;",,,,,ON THE NUMBER OF COUNTABLE MODELS OF CONSTANT AND UNARY PREDICATES EXPANSIONS OF THE DENSE MEET-TREE THEORY,,,,,,,,SIBERIAN ELECTRONIC MATHEMATICAL REPORTS-SIBIRSKIE ELEKTRONNYE MATEMATICHESKIE IZVESTIYA,,,,21.0,2,,,755,770,,,,10.33048/semi.2024.21.051,,,,,,,Article,2024,2024,"In the paper, we investigate Ehrenfeucht theories, that is, theories which have finitely many countable models but which are not countably categorical. More precisely, we count all possible numbers of countable models of the theory DMT of dense meet trees expanded by several sequences of constants including decreasing ones and by unary predicates with finite realizations. Also, we study the realizations of models over a certain set of formulas based on the Rudin Keisler preorders on models.",,,,,,,,,2,0,0,0,0,0,3,0,0,1813-3304,,,,,,,,,,,,,,,2025-01-17,WOS:001394114300014,,
